SYMBOL,"SUM OPTSTK,CE1","SUM OPTSTK,PE1","SUM FUTSTK,XX1","SUM FUTSTK,XX2","SUM FUTSTK,XX3","SUM FUTSTK,XX4","SUM FUTSTK,XX5","SUM FUTSTK,XX6","SUM FUTSTK,XX7","SUM FUTSTK,XX8","SUM FUTSTK,XX9","SUM FUTSTK,XX10","SUM AVG,VAL_INLAKH1","SUM AVG,VAL_INLAKH2","SUM AVG,VAL_INLAKH3","SUM AVG,VAL_INLAKH4","SUM AVG,VAL_INLAKH5","SUM AVG,VAL_INLAKH6","SUM AVG,VAL_INLAKH7","SUM AVG,VAL_INLAKH8","SUM AVG,VAL_INLAKH9","SUM AVG,VAL_INLAKH10","SUM OPTIDX,CE1","SUM OPTIDX,PE1","SUM FUTIDX,XX1","SUM %OICOPTSTK,CE1","SUM %OICOPTSTK,PE1","SUM %OICFUTSTK,XX1","SUM %OICOPTIDX,CE1","SUM %OICOPTIDX,PE1","SUM %OICFUTIDX,XX1","SUM PCROPTSTK1"
IPCALAB,169000,51350,1331850,1250600,1250600,1196000,1116700,1082250,843700,845650,300950,127400,-6285.76,-5887.87,3675,3131.41,-4908.49,9657.07,-181.53,10392.19,2889.85,496.52,0,0,0,2.3642,3.2476,0.1417,0.0000,0.0000,0.0000,0.3038
IRCTC,6533625,3830750,13257125,13300875,13497750,13671875,13651750,13205500,11355750,11221000,8111250,4529000,52054.98,-17377.079999999998,19922.86,11679.5,-31535.7,-32685.11,-4275.74,40373.56,-47216.56,28860.18,0,0,0,17.4080,9.8244,0.5858,0.0000,0.0000,0.0000,0.5863
ITC,45102400,24124800,77171200,74630400,74368000,74892800,74505600,61632000,42499200,42684800,28121600,18176000,84281.67,-55370.94,51839.1,-33399.229999999996,-120525.73,114491.98999999999,-11958.21,127180.01,-63880.920000000006,35063.240000000005,0,0,0,37.1555,24.6924,0.3288,0.0000,0.0000,0.0000,0.5349
JINDALSTEL,3913750,2276250,25498750,26203750,25945000,25863750,27243750,20976250,9491250,9288750,4997500,1765000,-33364.91,22574.91,-23137.99,37478.61,-69997.06999999999,80496.93,2249.13,25765.66,20211.59,7713.87,0,0,0,3.2068,1.0245,0.5019,0.0000,0.0000,0.0000,0.5816
JKCEMENT,106000,28250,464000,457750,419750,361000,359750,325750,217250,221750,117250,93750,-11492.88,11519.12,7293.58,2130.0200000000004,-5763.38,8544.76,-257.55,6985.6,3998.76,877.54,0,0,0,0.6657,1.4427,0.7061,0.0000,0.0000,0.0000,0.2665
JSWSTEEL,5432400,4290300,25681050,25901100,26230500,26168400,26393850,26144100,20877750,20368800,13412250,7616700,-30069.72,43279.93000000001,-22469.140000000003,-42838.43,100655.79000000001,80222.3,12773.3,-62011.13,47291.009999999995,38536.030000000006,0,0,0,0.7473,-0.1312,0.1610,0.0000,0.0000,0.0000,0.7898
JUBLFOOD,3085000,1533750,10975000,10951250,10848750,11101250,11032500,9671250,8562500,8556250,4826250,1752500,16469.82,-25751.41,28375.8,-9138.37,-24470.01,30822.05,-1641.2,-32107.1,26290.780000000002,10615.07,0,0,0,9.4395,3.8236,0.0898,0.0000,0.0000,0.0000,0.4972
KOTAKBANK,4197200,2324800,21512400,22041200,22664000,23312800,23350400,21054000,14470800,14390800,10614800,6844000,-41614.48,88538.75,-74907.53,-85930.97,-157649.99000000002,215038.38,-27270.079999999998,161471.03,92185.94,71502.11,0,0,0,29.4769,1.6480,-0.0314,0.0000,0.0000,0.0000,0.5539
L&TFH,23737840,14019604,54106212,52696220,53570772,53463684,51848440,40907616,26923708,26263332,14439032,8763368,9533.53,9690.19,-9432.400000000001,10480.98,-24424.95,23902.11,-1234.1399999999999,23664.74,12703.58,4609.48,0,0,0,8.6094,4.5454,1.4166,0.0000,0.0000,0.0000,0.5906
LALPATHLAB,302250,104000,1019750,1015750,1014000,1017000,944750,904500,716500,721750,559500,377250,-10928.489999999998,11116.36,-7029.870000000001,-10771.85,11647.54,16272.5,-532.52,16699.63,10615.04,4740.84,0,0,0,22.2206,2.4134,0.3328,0.0000,0.0000,0.0000,0.3441
LAURUSLABS,2194200,1445400,7669400,7838600,7787400,7269000,6607800,5069700,2745000,2661300,1055700,584100,-9284.21,17122.52,-19210.239999999998,13413.96,-16818.100000000002,26962.27,-2549.79,19244.68,-5912.240000000001,3409.2000000000003,0,0,0,0.6043,-0.0726,1.2337,0.0000,0.0000,0.0000,0.6587
LICHSGFIN,25254000,13846000,22826000,14090000,13820000,13908000,14266000,11570000,7654000,7434000,3564000,1084000,210520.25999999998,-33131.29,51718.71,-26306.76,37040.68,32832.89,-1696.74,-23301.55,16334.42,3550.56,0,0,0,647.3966,653.2643,19.0974,0.0000,0.0000,0.0000,0.5483
LT,4241400,2387700,8904600,9163500,9604500,8976300,9050700,7996500,4783500,4836900,2594700,1004700,-42782.119999999995,141671.69,75166.44,49410.350000000006,-89893.44,103149.08,-5825.400000000001,72116.34999999999,-42955.880000000005,13454.6,0,0,0,0.5696,-0.4618,0.4549,0.0000,0.0000,0.0000,0.5630
LTI,308550,160650,1103550,1098150,1116450,1158000,1089750,827850,623400,619500,312150,170250,-14560.7,22748.6,-18937.19,-18444.02,36324.06,22633.32,1008.2800000000001,-28613.82,13152.65,3674.94,0,0,0,2.7815,2.6008,0.1669,0.0000,0.0000,0.0000,0.5207
LTTS,229600,139600,1095800,1101200,1119600,1146800,1105800,950000,809200,808400,606600,463800,-9712.660000000002,11078.34,15889.92,-9479.689999999999,-19665.21,21259.079999999998,-1174.56,-20295.09,-23307.21,20142.28,0,0,0,2.4971,0.9082,0.1106,0.0000,0.0000,0.0000,0.6080
LUPIN,2058700,1155150,7536950,7355050,7192700,7020150,6913050,5495250,3768900,3738300,2023850,777750,-15985.689999999999,-18027.59,14301.74,-10055.14,31441.84,26529.44,-1013.54,-18036.51,12726.46,3071.58,0,0,0,9.3953,2.2051,0.1345,0.0000,0.0000,0.0000,0.5611
M&M,3999800,2566900,10336200,9856700,10421600,10262700,10025400,7554400,5576900,5577600,3217900,1267000,36233.35,-53313.15,75159.26,45412.729999999996,-89487.58,66680.34,-3683.86,-41867.55,32603.97,8308.86,0,0,0,1.7045,4.2971,0.3742,0.0000,0.0000,0.0000,0.6418
M&MFIN,14608000,9480000,25904000,24720000,20608000,18364000,17728000,16320000,14512000,14316000,6812000,4112000,-53323.45,38387.85999999999,28556.48,-14898.68,-22308.37,16392.95,-1560.37,31296.34,13489.26,9035.28,0,0,0,66.6329,27.4285,12.2038,0.0000,0.0000,0.0000,0.6490
MANAPPURAM,9372000,5256000,27822000,27570000,26982000,25908000,25548000,21354000,14976000,14940000,10086000,5928000,5768.549999999999,6781.8099999999995,-4832.83,5333.34,-12494.140000000001,13094.01,-773.02,-11468.529999999999,8443.27,2388,0,0,0,4.5229,3.7004,0.4828,0.0000,0.0000,0.0000,0.5608
MARICO,934800,824400,8558400,8650800,8548800,8583600,8450400,7653600,5916000,5904000,2377200,643200,-4436.429999999999,6694.57,8220.81,-8148.28,11320.039999999999,17446.230000000003,-354.01,-26398.28,12987.29,1870.54,0,0,0,2.1534,2.1577,0.0038,0.0000,0.0000,0.0000,0.8819
MARUTI,3075400,1810800,3003300,2905600,3055100,3199100,2839600,2477600,1765100,1763100,1092900,581600,-112980.35,-134755.08000000002,-320308.43000000005,396285.6,-160152.56,153155.30000000002,-7026.27,85327.64,-65052.53999999999,46698.76,0,0,0,5.3100,-0.0557,-0.1037,0.0000,0.0000,0.0000,0.5888
MCDOWELL-N,4465625,2538750,18591250,18915000,19026875,18911250,18970000,16731875,10505000,9712500,6786875,2065000,25121.030000000002,-31886.4,53203.49,25873.64,-60665.100000000006,124851.45999999999,13853.470000000001,36895.36,-46253.2,12622.689999999999,0,0,0,6.0553,10.4657,0.1102,0.0000,0.0000,0.0000,0.5685
MCX,636000,304400,2336400,2300800,2354400,2306000,2359200,2029200,809200,716800,404800,236800,9302.060000000001,6816.48,-7461.6,-9331.25,-24769.25,48471.759999999995,3051.2799999999997,6297.88,-4383.2,2882.82,0,0,0,0.8780,2.4797,1.0721,0.0000,0.0000,0.0000,0.4786
METROPOLIS,357600,142800,817000,784200,744700,643900,595800,533700,405300,402300,174600,121200,4824.370000000001,-13688.02,9126.07,4957.19,-6038.48,9819.07,-273.8,7310.84,2896.71,577.94,0,0,0,5.3249,2.9550,1.5931,0.0000,0.0000,0.0000,0.3993
MFSL,502450,165750,2115750,2384200,2276300,2393300,2528500,1874600,1198600,1181050,455650,178750,-5184.99,7253.1900000000005,-6401.55,8056.01,-10270.47,10572.44,-409.66,11100.560000000001,4409.900000000001,1739.69,0,0,0,-0.4945,0.1946,1.6148,0.0000,0.0000,0.0000,0.3299
MGL,934400,423200,3140000,3123200,3151200,3149600,3316000,3066400,1874400,1849600,854400,521600,7519.78,-3626.3399999999997,-6981.83,-9214.83,-19529.14,23303.84,-562.5500000000001,12765.5,-5389.42,3379.25,0,0,0,14.1515,0.8336,0.1390,0.0000,0.0000,0.0000,0.4529
MINDTREE,637000,511800,2584000,2625400,2679000,2719800,2654000,2239600,1385400,1363600,715400,166800,-21768.36,26920.999999999996,-28259.909999999996,-29405.75,51984.94,52374.32000000001,-1882.14,-34913.99,26232.260000000002,2695.4199999999996,0,0,0,2.3893,3.5557,0.0343,0.0000,0.0000,0.0000,0.8035
MOTHERSON,23969250,13277250,99623250,99731250,101965500,99974250,98901000,81573750,50294250,49828500,34479000,25386750,-3961.17,10681.910000000002,7278.43,-7104.389999999999,34335.75,31961.649999999998,-1053.78,-17387.65,12158.88,4916.71,0,0,0,0.5359,0.5949,0.4173,0.0000,0.0000,0.0000,0.5539
MPHASIS,536200,298025,2227100,2276275,2327200,2403150,2328200,1802325,1418900,1414350,698950,328650,9411.720000000001,11101.84,-8796.099999999999,-12377.08,23840.35,16029.56,-1088.19,33530.079999999994,13603.3,4099.48,0,0,0,0.1392,1.5199,-0.0920,0.0000,0.0000,0.0000,0.5558
MRF,11190,9150,49860,50300,50700,50420,48220,45190,40340,39960,26050,9640,-9618.07,-12930.869999999999,-15845.539999999999,14142.130000000001,-12870.23,-17028.929999999997,-1667.74,27464.55,-21183.460000000003,4609.37,0,0,0,-0.4885,7.0628,0.2919,0.0000,0.0000,0.0000,0.8177
MUTHOOTFIN,1730625,865850,7508800,7382350,7105575,6935600,6737250,6288750,5110875,5112000,3613125,1589250,-13531.050000000001,19723.5,-10144.56,-8805.27,-20147.43,24947.13,-542.58,29471.38,46351.87,5448.27,0,0,0,12.7411,4.4687,0.4350,0.0000,0.0000,0.0000,0.5003
NATIONALUM,21568750,12694750,65050250,64826000,65832000,67224750,66601750,42937750,29975250,29473750,18504500,12924250,-9748.829999999998,-8504.61,-7497.84,12103.130000000001,39581.36,17836.41,-721.59,-16411.85,7682.389999999999,3172.06,0,0,0,10.3852,6.7321,0.2615,0.0000,0.0000,0.0000,0.5886
NAUKRI,364125,180750,1727875,1730375,1692125,1714500,1667125,1473500,946000,943250,512750,111000,-8118.7300000000005,-13802.539999999999,-12105.779999999999,11953.72,-36125.39,32251.269999999997,-702.86,25364.829999999998,23214.92,3391.3,0,0,0,1.9323,1.5110,-0.0061,0.0000,0.0000,0.0000,0.4964
NAVINFLUOR,119025,54450,444150,475875,483525,482625,478125,402300,231300,219150,107775,71325,-8892.65,11303.79,-10456.560000000001,-10372.66,16707.550000000003,14887.95,-1430.41,-16576.309999999998,13553.08,3806.23,0,0,0,2.0776,0.7169,-0.0089,0.0000,0.0000,0.0000,0.4575
NESTLEIND,48280,27640,250320,258440,259520,271200,255360,222680,164040,158160,105080,36360,10485.070000000002,11286.449999999999,-14981.32,-15810.5,-33525.28999999999,27679.21,6297.969999999999,-22269.45,-21007.23,10533.86,0,0,0,1.3777,-0.1317,0.0668,0.0000,0.0000,0.0000,0.5725
NMDC,19115100,12495500,19707800,21175000,24106150,18783650,14190600,3470600,7698300,7648050,6787100,5976400,-23478.21,21252.7,-14178.65,-17501.42,33001.47,14716.92,-1620.04,14639.92,-6564.92,3309.7000000000003,0,0,0,6.1695,21.8869,0.2488,0.0000,0.0000,0.0000,0.6537
NTPC,33470400,30837000,50787000,49994700,45451800,51243000,50701500,45069900,29719800,29622900,15036600,5933700,-31876.13,86360.22,64861.9,39580.96000000001,53983.5,59973.22,-1933.2800000000002,-45868.59,30572.37,5257.84,0,0,0,3.1090,2.4053,0.0993,0.0000,0.0000,0.0000,0.9213
OBEROIRLTY,529200,242900,6057100,6086500,6111700,6101200,6211800,5470500,4543000,4517800,1297100,770000,8878.630000000001,-5844.93,-8309.82,-10073.52,17529.87,-14770.990000000002,-681.7299999999999,35562.89,-6912.4,6342.5,0,0,0,7.9796,3.6514,0.3833,0.0000,0.0000,0.0000,0.4590
OFSS,118600,73800,607000,606200,570600,557200,551200,351800,209400,204800,130800,76000,6291.64,-4030.87,-2422.05,-2140.5699999999997,10864.34,7224.61,-369.91999999999996,-3701.82,3078.86,868.3299999999999,0,0,0,8.2608,0.8709,0.0931,0.0000,0.0000,0.0000,0.6223
ONGC,17402000,10063900,43304800,42003500,40748400,40783050,40009200,32844350,22534050,22761200,11607750,4681600,18026.22,-9874.560000000001,-10201.69,22734.670000000002,-26660.47,27456.36,-1761.51,-27050,17520.19,2961.99,0,0,0,18.3148,10.4926,0.8407,0.0000,0.0000,0.0000,0.5783
PAGEIND,7860,2775,108750,105810,101985,99705,89010,71520,57960,57900,24720,3570,-13538.83,19935.82,-18785.13,-21048.95,24090.97,16010.71,-741.6800000000001,-25552.09,15741.78,1776.59,0,0,0,1.2114,0.3445,0.0606,0.0000,0.0000,0.0000,0.3531
PEL,1118150,482350,5260475,5218950,5168625,5185950,5049825,3594800,1814725,1752850,885775,564850,5294.68,-3977.38,4997.389999999999,-5031.8099999999995,23576.5,21127.55,-1013.37,-11514.949999999999,4394.919999999999,2078.73,0,0,0,1.3068,1.7368,0.8998,0.0000,0.0000,0.0000,0.4314
PERSISTENT,115950,50100,608350,621250,607425,563150,542850,415500,288450,285300,192900,35850,-6817.339999999999,9331.43,-9218.34,11929.12,-19672.88,20426.87,-2086.91,-14162.06,9646.060000000001,792.4399999999999,0,0,0,1.6668,-0.2544,0.1473,0.0000,0.0000,0.0000,0.4321
PETRONET,3201000,3039000,13602000,13752000,14469000,13479000,13590000,11043000,7938000,7866000,5655000,1938000,-3018.0299999999997,-5925.549999999999,-7707.54,13262.67,-12488.769999999999,11510.35,-208.26999999999998,9465.93,-11784.24,1602.19,0,0,0,1.1257,0.6323,0.0119,0.0000,0.0000,0.0000,0.9494
PFC,15363600,8506400,49903800,50703600,50145600,52619400,54343000,47237800,35693400,31830800,19709800,10031600,-6936.24,-10066.71,-13597.52,-18249.81,39653.78,24522.370000000003,-4442.62,-16768.55,13979.939999999999,4640.9,0,0,0,2.5325,-0.3318,0.0815,0.0000,0.0000,0.0000,0.5537
PIDILITIND,404750,231000,3072750,3021000,3052000,2987750,2971500,2693250,2230500,2224750,1553500,831750,22045.94,21589.219999999998,-18434.16,-11549.14,34218.659999999996,28421.210000000003,-1390.4699999999998,35397.89,-30599.43,15261.75,0,0,0,4.9890,0.3122,0.5273,0.0000,0.0000,0.0000,0.5707
PIIND,98750,41250,1676250,1696750,1641500,1618250,1609000,1385750,1042500,1042500,533500,217750,-6249.889999999999,11651.7,8525.52,-5759.32,19688.32,17500.98,-337.41,18442.82,-11588.07,7062.41,0,0,0,2.5882,1.2598,-0.0490,0.0000,0.0000,0.0000,0.4177
PNB,175904000,83424000,263136000,275168000,255952000,243792000,237376000,236592000,163504000,160080000,129280000,65744000,-4827.29,123089.36,-56762.58,63466.38,-25382.41,77815.04,3493.64,-47053.92,47492.45,18301.04,0,0,0,-0.9505,-2.2210,-0.1390,0.0000,0.0000,0.0000,0.4743
POLYCAB,717600,233700,814800,699300,683400,702000,724500,699000,640800,638100,485700,283200,22967.37,-5131.68,-6070.25,7625.84,-12867.48,17783.05,1064.87,19118.02,-13214.14,5670.71,0,0,0,27.8945,6.1097,1.7037,0.0000,0.0000,0.0000,0.3257
POWERGRID,8270100,7041600,31868100,29497500,28822500,28692900,28096200,24432300,19569600,19386000,8521200,4708800,-23797.76,30631.890000000003,-14903.119999999999,20299.85,29244.52,30350.34,-2958.32,-54643.619999999995,17582.399999999998,5057.910000000001,0,0,0,10.9502,5.7806,0.1110,0.0000,0.0000,0.0000,0.8515
PVR,813186,472120,2765565,2651605,2665036,2744808,2733819,2406998,1896620,1894178,1110703,310948,21385.920000000002,-8180.970000000001,13750.51,11150.970000000001,-20386.469999999998,26739.07,-1090.19,-19614.36,-20707.039999999997,5940.570000000001,0,0,0,9.2022,30.0347,1.3617,0.0000,0.0000,0.0000,0.5806
RAIN,6720000,2278500,11837000,10832500,11119500,10293500,10153500,7619500,5040000,4917500,2205000,1708000,15310.85,-5995.23,15373.3,4656.889999999999,-9969.72,9496.93,-537.9799999999999,9621.640000000001,1837.97,782.56,0,0,0,16.1371,11.1613,0.9921,0.0000,0.0000,0.0000,0.3391
RAMCOCEM,317900,141100,3145000,3145000,3149250,3061700,2986050,2517700,1964350,1949900,1602250,1457750,5121.070000000001,-8954.380000000001,10882.740000000002,3214.73,10604.78,-11611.550000000001,-350.14,11599.949999999999,6036.740000000001,3871.94,0,0,0,4.3645,1.3381,0.2230,0.0000,0.0000,0.0000,0.4439
RBLBANK,26060000,18690000,48930000,48465000,49065000,49680000,45555000,39920000,23170000,21975000,11485000,7130000,22355.12,-18607.699999999997,-26156.03,-89668.01,95171.26000000001,-54047.030000000006,8478.83,37976.37,11661.97,4208.610000000001,0,0,0,2.5789,2.0373,0.0099,0.0000,0.0000,0.0000,0.7172
RECLTD,18408000,12472000,41176000,41264000,41304000,43000000,45344000,34952000,26112000,25816000,16672000,8248000,5403.78,-9500.75,-20769.84,26035.48,38266.09,17129.38,-989.8100000000001,-13734.16,13286.49,4967.13,0,0,0,0.1770,7.3133,-0.4471,0.0000,0.0000,0.0000,0.6775
RELIANCE,13707750,8120500,31485250,31860750,32032250,32571500,33278250,25651750,18312000,18128500,12697750,7378000,-156310.86,238107.08,-210822.89,327737.18999999994,-370662.91,284241.54000000004,39392.600000000006,220057.18000000002,-174782.94,136111.29,0,0,0,6.2570,3.1387,0.0342,0.0000,0.0000,0.0000,0.5924
SAIL,32604000,19988000,94298000,94486000,98854000,96502000,92754000,68736000,45720000,44700000,26610000,20328000,-14212.35,22190.799999999996,-14740.039999999999,34296.92,55149.67,35775.88,-1953.0300000000002,25117.100000000002,11689.22,6562.68,0,0,0,2.6351,1.9481,-0.0418,0.0000,0.0000,0.0000,0.6131
SBICARD,3182400,1871200,5796000,6074400,6000000,6824000,6088000,5167200,3209600,3002400,1828800,749600,12399.619999999999,-11207.17,-24546.6,92460.34999999999,-47401.5,-34230.060000000005,-4113.2,17125.469999999998,11890.63,4936.03,0,0,0,-0.7674,-0.5164,-0.1938,0.0000,0.0000,0.0000,0.5880
SBILIFE,1182750,564750,5400750,5302500,5328000,5277000,5284500,4836000,3600750,3609750,1960500,532500,-7967.29,15250.78,-7778.67,-8188.22,-23412.18,39861.04,3449.2599999999998,34686.479999999996,-24010.06,4219.39,0,0,0,0.5294,0.4022,0.1319,0.0000,0.0000,0.0000,0.4775
SBIN,41136000,24430500,62698500,62152500,60168000,59403000,57652500,49218000,32269500,29949000,18216000,11019000,-122700.73,155949.36000000002,-87111.62000000001,119767.57,-180046.61,244128.09999999998,-33793.8,-138564.63999999998,74054.79,28532.24,0,0,0,8.3562,12.9755,0.3771,0.0000,0.0000,0.0000,0.5939
SHREECEM,79325,37100,263350,282000,291800,282950,294250,297475,289550,288950,163875,69075,18390.59,-14943.96,20051.730000000003,-11351.13,-27121.22,34327.48,-793.3,44699.99,35246.07,9171.66,0,0,0,9.0982,2.5823,0.4235,0.0000,0.0000,0.0000,0.4677
SIEMENS,182050,125125,1514975,1544400,1465475,1435500,1381600,1200650,731500,722425,383350,93225,5136.52,13670.55,-11602.9,18689.75,18032.16,22009.41,-606.3100000000001,15223.789999999999,12924.279999999999,3226.23,0,0,0,1.7346,15.1360,0.0143,0.0000,0.0000,0.0000,0.6873
SRF,1310625,879375,3854250,3644250,3606750,3686250,3626625,3058125,2045625,1818750,899625,270750,-62533.71,39714.05,27407.320000000003,12302.16,-32299.870000000003,43386.16,-7803.370000000001,37240.53,-20625.9,5840.2,0,0,0,8.1977,128.9679,1.7526,0.0000,0.0000,0.0000,0.6710
SRTRANSFIN,1040400,730200,3754200,3750600,3811800,3666000,3609600,3426000,2910600,2914800,1125600,480600,9755.07,-17851.93,15502.689999999999,-13044.460000000001,-27780.510000000002,32569.18,-1642.34,41253.950000000004,16048.79,3550.58,0,0,0,2.0474,5.0282,0.6671,0.0000,0.0000,0.0000,0.7018
SUNPHARMA,7264600,6638100,20059200,19823300,19250700,19421500,19770100,16755200,12176500,12180000,2872100,1169000,82889.25,-141518.09,38114.28999999999,-44379.66,72944.71,-82550.55,-2097.83,110048.04000000001,-23788.63,8579.07,0,0,0,5.2450,26.1483,0.8482,0.0000,0.0000,0.0000,0.9138
SUNTV,1740000,840000,9168000,9523500,9703500,9771000,9738000,7683000,3850500,3708000,1185000,508500,26219.5,-7293.92,-8920.06,-6900.53,21257.030000000002,26374.43,-1380.34,18772.16,-7533.04,1936.03,0,0,0,23.1027,23.8652,1.2937,0.0000,0.0000,0.0000,0.4828
SYNGENE,1350000,579000,2274000,2206000,2258000,2364000,2109000,1801000,1307000,1302000,1013000,616000,8295.460000000001,-4563.469999999999,-8484.26,11784.67,-7477.360000000001,7664.49,-358.89,-5343.06,-6328.76,8624.59,0,0,0,10.9041,11.4661,0.1181,0.0000,0.0000,0.0000,0.4289
TATACHEM,7984000,3873500,7528500,7400500,7466500,8026000,7812000,6614000,4193000,4091000,1903000,816000,38400.25,-41983.54000000001,-42520.91,150580.79,-82714.91,74318.55,-4256.84,41904.32,18534.82,8518.470000000001,0,0,0,4.7290,5.2125,0.2307,0.0000,0.0000,0.0000,0.4852
TATACOMM,616000,205000,2696500,2762000,2741000,2583500,2613500,1954000,1102000,1053000,608000,261500,7066.53,-9108.880000000001,15027.7,-5901.14,-14721.890000000001,20964.489999999998,1176.3799999999999,-9874.2,-7503.62,3347.3300000000004,0,0,0,0.8334,3.6476,1.2054,0.0000,0.0000,0.0000,0.3328
TATACONSUM,2782800,1428300,9234000,9063900,8974800,9023400,8618400,7020000,5119200,5145300,2841300,1045800,-9778.7,21250.29,-11782.76,-12302.58,35417.310000000005,-28079.83,1675.15,27364.18,24539.32,5061.219999999999,0,0,0,1.3420,0.5811,2.0400,0.0000,0.0000,0.0000,0.5133
TATAMOTORS,32572650,22241400,64803300,67582050,67307025,66262500,65371875,53951925,37686975,37057125,29236725,19244625,-84986.93,120991.92,-59657.71,-86353.29000000001,175997.40999999997,181128.47,-13084.86,83121.63,-87183.45000000001,37169.99,0,0,0,7.8855,5.3944,0.1095,0.0000,0.0000,0.0000,0.6828
TATAPOWER,42916500,30641625,98091000,97105500,99336375,95812875,94020750,71286750,37489500,35832375,20979000,12902625,-32591.16,69269.97,-87785.56999999999,-68568.33,129656.99,118633.8,-6761.570000000001,51700.52,27076,14820.51,0,0,0,2.0698,1.1649,0.5056,0.0000,0.0000,0.0000,0.7140
TATASTEEL,94396750,58798750,203930000,206306250,208696000,206296000,208101250,136782000,82845250,82437250,44931000,31603000,-60364.990000000005,85421.53,-53182.88,75848.23,188916.04,89840.48,-4369.92,-53562.95,28309.94,17801.18,0,0,0,7.2405,6.8182,0.1321,0.0000,0.0000,0.0000,0.6229
TCS,2953725,2351775,10501600,10656950,10649475,10609750,10587300,8594850,5724750,5739600,3581250,1944000,-42602.71,83109.16,-44430.82,-36066.469999999994,127333.03,124592.5,-9695.15,-95241.76,80905.6,23007.68,0,0,0,19.9308,6.4796,0.3811,0.0000,0.0000,0.0000,0.7962
TECHM,7480800,3637200,13044000,13590600,12996000,12587400,12128400,9939000,6541800,6333000,3150000,2330400,85881.98,62870.33,-46962.759999999995,43243.579999999994,-74284.05,93694.95000000001,-6522.3,-45919.95,22285.43,7062.509999999999,0,0,0,11.2846,5.3437,1.3771,0.0000,0.0000,0.0000,0.4862
TITAN,2016750,1264125,5924250,5165250,5020500,4897125,4750500,3993375,2721375,2727750,1564125,706875,74555.3,-32281.129999999997,45818.53,-30902.44,98976.8,-51362.79,-5616.05,-49561.36,32297.37,11047.34,0,0,0,10.1449,6.0976,1.0664,0.0000,0.0000,0.0000,0.6268
TORNTPHARM,273500,82500,1792000,1799500,1621000,1579000,1554000,1337500,875500,877500,269500,29500,-9022.64,19930.11,11665.529999999999,-3235.8,10156.87,11246.03,-361.43,15496.79,5605.1,339.55,0,0,0,2.9070,0.8144,0.1529,0.0000,0.0000,0.0000,0.3016
TORNTPOWER,1326000,237000,4035000,3922500,3912000,3882000,3886500,3522000,2955000,2925000,2310000,1450500,7889.9400000000005,8453.43,-2590.65,3922.81,-8995.44,11899.5,-387.84,6450.06,5584.58,7029.320000000001,0,0,0,10.4322,9.9980,0.2543,0.0000,0.0000,0.0000,0.1787
TRENT,875800,365400,4210475,4260500,4438125,4175275,4131775,3715625,2673800,2665100,2128600,213875,15186.150000000001,-25068.45,55486.88,-9219.62,22086.36,21455.940000000002,-561.55,13786.78,-29497.11,2512,0,0,0,0.7082,5.6633,-0.0119,0.0000,0.0000,0.0000,0.4172
TVSMOTOR,3139500,1958600,5407500,5505500,5449500,5101600,5482400,5563600,3493000,3460800,2520000,1548400,-24847.26,22150.62,-29158.09,-33460.799999999996,59217.32,51100.38,-1475.88,-33052.759999999995,-32923.87,30049.260000000002,0,0,0,5.8732,4.8386,0.7336,0.0000,0.0000,0.0000,0.6239
UBL,358400,200800,996400,1000800,994800,954000,952400,862000,659600,661200,349600,115200,-4793.46,7258.969999999999,-6202.879999999999,-6782.96,13775.539999999999,11477.150000000001,-693.22,14255.01,-5766.88,1739.71,0,0,0,2.2028,45.4390,0.1518,0.0000,0.0000,0.0000,0.5603
ULTRACEMCO,534300,423600,2019000,2064400,2085600,2025200,2037600,1627900,1245000,1244100,691100,366000,24361.77,-38065.479999999996,51584.29000000001,-13731.92,62658.01,43647.310000000005,-1868.43,-53407.87,-36590.170000000006,31570.37,0,0,0,16.9730,15.8986,0.0301,0.0000,0.0000,0.0000,0.7928
UPL,11579100,5606900,24672700,24852100,23596300,22731800,22909900,18634200,12794600,12610000,7835100,2918500,-37528.24999999999,130477.51,60836.36,-29639.460000000003,-65690.23,67025.11,-6180.42,-69671.15,65036.03,13712.55,0,0,0,2.9731,3.3299,0.3021,0.0000,0.0000,0.0000,0.4842
VEDL,13077350,10065700,37709850,35380800,33337550,29424150,29995600,25562600,16598950,16380400,9225600,5268450,67762.11,-39112.84,47668.62,34235.18,69582.04999999999,42276.83,-1954.17,-32440.43,16906.12,8252.69,0,0,0,12.7467,16.1240,1.0054,0.0000,0.0000,0.0000,0.7697
VOLTAS,2946200,2360500,4069800,4377400,4688600,4002400,4014000,2996500,2153000,2144000,1349000,552500,59397.37,45166.630000000005,34398.7,8647.69,-19121.25,17052.079999999998,-910.26,19444.12,14532.09,2466.26,0,0,0,35.2153,10.4598,0.1441,0.0000,0.0000,0.0000,0.8012
WHIRLPOOL,136150,173950,670250,722050,635250,564550,524650,391300,222600,221550,89950,35000,-8050.15,14351.289999999999,-4184.25,2918.55,-6175.32,6707.97,-128.6,4515.57,2152.8799999999997,620.84,0,0,0,0.3763,18.3464,1.0347,0.0000,0.0000,0.0000,1.2776
