SYMBOL,EXPIRY_DT,"SUM CE,OPEN_INT","SUM PE,OPEN_INT","%D_CE,OPEN_INT","%D_PE,OPEN_INT","%D_XX,OPEN_INT",PCR,"XX,OPEN_INT","XX,CLOSE","D_XX,CLOSE","XX,VAL_INLAKH",DELIV_PER,"SUM CE,CONTRACTS","SUM PE,CONTRACTS",PCV,"%D_SUM CE,CONTRACTS","%D_SUM PE,CONTRACTS",DAY
IDEA,27-Oct-2022,302680000,122780000,0.0340,-0.0011,-0.0084,0.4056,462070000,8.45,-0.10000000000000142,4947.91," 38.44",1067,239,0.2240,0.5156,-0.1815,Day1
IDEA,24-Nov-2022,47320000,26880000,0.1516,0.1228,0.0618,0.5680,93800000,8.5,-0.09999999999999964,1046.08," 38.44",220,96,0.4364,-0.0393,-0.2381,Day1
IDEA,29-Dec-2022,1470000,1260000,0.1053,0.0000,0.1587,0.8571,5110000,8.6,-0.09999999999999964,102.09," 38.44",2,1,0.5000,-0.3333,-0.8000,Day1
IDFC,27-Oct-2022,28210000,24230000,0.0050,0.0665,-0.0052,0.8589,123540000,77.6,1.0999999999999943,16449.22," 28.89",3845,1421,0.3696,-0.2745,0.0121,Day1
IDFC,24-Nov-2022,1150000,610000,0.7424,0.6944,0.5424,0.5304,4180000,78.05,1.25,2578.49," 28.89",79,29,0.3671,0.8810,2.6250,Day1
IDFC,29-Dec-2022,10000,10000,0.0000,0.0000,0.3077,1.0000,340000,78.4,1.2000000000000028,187.54," 28.89",0,0,0.0000,0.0000,0.0000,Day1
IDFCFIRSTB,27-Oct-2022,101970000,71580000,-0.0908,0.0848,-0.0189,0.7020,174780000,55.9,1.3999999999999986,35141.17," 27.34",11168,4407,0.3946,0.2615,0.1622,Day1
IDFCFIRSTB,24-Nov-2022,6345000,2895000,0.3429,0.1988,0.1044,0.4563,10950000,56.1,1.3999999999999986,5032.23," 27.34",299,337,1.1271,0.7384,6.1702,Day1
IDFCFIRSTB,29-Dec-2022,0,105000,0.0000,0.0000,0.2000,0.0000,1170000,56.45,1.4000000000000057,436.36," 27.34",0,0,0.0000,0.0000,0.0000,Day1
IEX,27-Oct-2022,24630000,13848750,0.0058,0.0016,-0.0005,0.5623,48390000,139.4,-0.6999999999999886,10247.76," 29.31",4019,2331,0.5800,0.4673,1.2413,Day1
IEX,24-Nov-2022,952500,1020000,0.2512,0.2651,0.1272,1.0709,4353750,140,-0.6999999999999886,2417.66," 29.31",201,116,0.5771,1.1613,0.5676,Day1
IEX,29-Dec-2022,3750,0,0.0000,0.0000,-0.0721,0.0000,386250,140.6,-0.5999999999999943,387.08," 29.31",0,0,0.0000,-1.0000,0.0000,Day1
IGL,27-Oct-2022,6197125,2429625,0.0213,-0.0651,0.0302,0.3921,13245375,378.45,-6.800000000000011,23878.31," 42.53",5795,3237,0.5586,-0.3489,0.3774,Day1
IGL,24-Nov-2022,169125,143000,0.1495,0.2381,0.1611,0.8455,1100000,379.45,-7.050000000000011,3387.4," 42.53",109,69,0.6330,0.2247,-0.1882,Day1
IGL,29-Dec-2022,2750,2750,0.0000,0.0000,-0.0476,1.0000,82500,381,-6.850000000000023,220.26," 42.53",0,0,0.0000,-1.0000,-1.0000,Day1
INDHOTEL,27-Oct-2022,15649602,6950016,-0.0419,0.0070,0.0248,0.4441,28101714,318.6,7.400000000000034,32149.34," 43.78",5463,1978,0.3621,0.0374,-0.2564,Day1
INDHOTEL,24-Nov-2022,434376,201100,0.4400,0.4286,0.1181,0.4630,2208078,319.8,7.5,4763.47," 43.78",63,34,0.5397,0.2857,0.4783,Day1
INDHOTEL,29-Dec-2022,0,8044,0.0000,0.0000,0.1250,0.0000,217188,321.15,8.199999999999989,454.23," 43.78",0,0,0.0000,0.0000,0.0000,Day1
INDIACEM,27-Oct-2022,19734500,6951300,-0.0919,-0.0781,-0.0688,0.3522,13656100,234.25,4.349999999999994,2357.68," 6.49",694,210,0.3026,-0.9440,-0.9599,Day1
INDIACEM,24-Nov-2022,379900,234900,-0.0076,-0.1649,-0.0326,0.6183,2325800,235.55,4.700000000000017,181.68," 6.49",1,16,16.0000,-0.9900,-0.7647,Day1
INDIACEM,29-Dec-2022,0,2900,0.0000,0.0000,0.0000,0.0000,214600,232.05,0,0," 6.49",0,0,0.0000,0.0000,0.0000,Day1
INDIAMART,27-Oct-2022,134100,42000,0.0171,-0.0411,0.0253,0.3132,249000,4349.15,57.899999999999636,7356.67," 14.92",1650,137,0.0830,0.5551,-0.3773,Day1
INDIAMART,24-Nov-2022,900,1050,0.5000,0.7500,0.7541,1.1667,64200,4255.65,52.599999999999454,2365.48," 14.92",2,4,2.0000,1.0000,0.3333,Day1
INDIAMART,29-Dec-2022,0,0,0.0000,0.0000,0.0417,0.0000,3750,4166.55,26.550000000000182,24.71," 14.92",0,0,0.0000,0.0000,0.0000,Day1
INDIGO,27-Oct-2022,2369700,906000,-0.0047,0.0258,0.0054,0.3823,3923100,1746.75,-5.349999999999909,13421.33," 32.09",5718,2337,0.4087,-0.0353,0.7337,Day1
INDIGO,24-Nov-2022,7800,2100,0.2381,0.0000,0.2634,0.2692,155400,1753.55,-5.350000000000136,1750.55," 32.09",15,0,0.0000,4.0000,0.0000,Day1
INDIGO,29-Dec-2022,300,0,0.0000,0.0000,-0.0513,0.0000,11100,1764.25,-1.849999999999909,31.53," 32.09",0,0,0.0000,0.0000,0.0000,Day1
INDUSINDBK,27-Oct-2022,8003700,5045400,-0.0657,-0.0095,0.0127,0.6304,22363200,1203.1,18,78568.67," 46.50",14471,7138,0.4933,0.0562,0.0234,Day1
INDUSINDBK,24-Nov-2022,695700,767700,0.1059,0.1543,0.5132,1.1035,1337400,1208,18.40000000000009,11560.24," 46.50",371,217,0.5849,0.9026,0.5956,Day1
INDUSINDBK,29-Dec-2022,900,3600,0.0000,0.0000,0.2250,4.0000,88200,1212.3,17.149999999999864,411.3," 46.50",0,0,0.0000,0.0000,0.0000,Day1
INDUSTOWER,27-Oct-2022,7915600,3105200,-0.0272,-0.0246,0.0040,0.3923,15310400,188.8,-0.25,3326.4," 58.84",1189,243,0.2044,-0.1944,-0.4502,Day1
INDUSTOWER,24-Nov-2022,196000,291200,0.3725,0.4857,0.2484,1.4857,1618400,188.55,-0.3499999999999943,945.65," 58.84",30,43,1.4333,-0.1429,0.2286,Day1
INDUSTOWER,29-Dec-2022,0,2800,0.0000,0.0000,0.0652,0.0000,137200,188.4,-2.0999999999999943,15.8," 58.84",0,0,0.0000,0.0000,0.0000,Day1
INFY,27-Oct-2022,18144300,8259300,-0.0743,-0.0302,-0.0762,0.4552,35709900,1476.95,13.900000000000091,116333.56," 50.18",83372,42154,0.5056,-0.7137,-0.6761,Day1
INFY,24-Nov-2022,1657500,878700,0.1347,0.1432,0.1796,0.5301,3495300,1481.4,13.200000000000045,21939.49," 50.18",3972,2793,0.7032,-0.6194,-0.3735,Day1
INFY,29-Dec-2022,62700,55800,0.1237,0.1847,0.0556,0.8900,193800,1487.9,13.800000000000182,1400.09," 50.18",77,63,0.8182,-0.1250,-0.6420,Day1
INTELLECT,27-Oct-2022,582750,252000,0.0291,-0.0204,0.0031,0.4324,1688250,524.3,-4.600000000000023,1528.17," 32.54",327,54,0.1651,-0.8800,-0.7632,Day1
INTELLECT,24-Nov-2022,0,0,0.0000,0.0000,0.1488,0.0000,104250,524.7,-5.75,252.54," 32.54",0,0,0.0000,0.0000,0.0000,Day1
INTELLECT,29-Dec-2022,0,0,0.0000,0.0000,0.4000,0.0000,10500,532,3.3999999999999773,35.67," 32.54",0,0,0.0000,0.0000,0.0000,Day1
IOC,27-Oct-2022,57515250,24745500,0.0250,-0.0339,-0.0008,0.4302,92859000,66.35,-0.25,8003.85," 54.15",2941,873,0.2968,-0.1534,0.1687,Day1
IOC,24-Nov-2022,5021250,2710500,0.1785,0.0902,0.1672,0.5398,10071750,66.5,-0.25,2005.96," 54.15",199,60,0.3015,0.7611,0.5000,Day1
IOC,29-Dec-2022,48750,29250,0.2500,2.0000,0.3019,0.6000,672750,66.75,-0.15000000000000568,181.91," 54.15",1,2,2.0000,0.0000,1.0000,Day1
IPCALAB,27-Oct-2022,284700,109850,0.0162,0.0000,-0.0074,0.3858,1313650,893.15,1.3500000000000227,1577.61," 45.24",216,21,0.0972,0.2343,-0.4000,Day1
IPCALAB,24-Nov-2022,5200,650,0.6000,0.0000,-0.0397,0.1250,94250,884.4,1.1000000000000227,548.76," 45.24",3,1,0.3333,0.5000,0.0000,Day1
IPCALAB,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,1950,890,0,0," 45.24",0,0,0.0000,0.0000,0.0000,Day1
IRCTC,27-Oct-2022,9426375,4736375,-0.0008,-0.0329,-0.0067,0.5025,12668250,723.35,5.9500000000000455,14638.55," 33.86",7608,2749,0.3613,-0.1179,-0.1552,Day1
IRCTC,24-Nov-2022,451500,269500,0.1570,0.0694,0.2240,0.5969,2471875,710.6,4.600000000000023,6151.55," 33.86",215,100,0.4651,0.3272,-0.0196,Day1
IRCTC,29-Dec-2022,0,1750,0.0000,0.0000,0.0744,0.0000,290500,701.2,4.050000000000068,420.6," 33.86",0,0,0.0000,0.0000,0.0000,Day1
ITC,27-Oct-2022,60553600,33369600,0.0175,-0.0223,-0.0961,0.5511,66569600,332.95,-0.25,60602.9," 54.05",14492,7295,0.5034,0.0371,-0.1801,Day1
ITC,24-Nov-2022,3939200,2371200,0.3166,0.3400,2.0830,0.6019,10812800,334.35,-0.14999999999997726,28987.4," 54.05",770,417,0.5416,0.8966,0.5219,Day1
ITC,29-Dec-2022,169600,176000,0.3590,0.1000,0.1951,1.0377,156800,335.85,-0.19999999999998863,161.34," 54.05",26,6,0.2308,0.8571,-0.6667,Day1
