SYMBOL,EXPIRY_DT,"SUM CE,OPEN_INT","SUM PE,OPEN_INT","%D_CE,OPEN_INT","%D_PE,OPEN_INT","%D_XX,OPEN_INT",PCR,"XX,OPEN_INT","XX,CLOSE","D_XX,CLOSE","XX,VAL_INLAKH",DELIV_PER,"SUM CE,CONTRACTS","SUM PE,CONTRACTS",PCV,"%D_SUM CE,CONTRACTS","%D_SUM PE,CONTRACTS",DAY
MIDCPNIFTY,06-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
MIDCPNIFTY,13-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,20-Oct-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,03-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,10-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,17-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,01-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,08-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,15-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,28-Dec-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,26-Jun-2025,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,25-Jun-2026,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,24-Jun-2027,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
BANKNIFTY,28-Sep-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
FINNIFTY,15-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,30-Mar-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,29-Jun-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,27-Jun-2024,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,26-Dec-2024,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
BANKNIFTY,29-Jun-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,28-Sep-2023,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,24-Dec-2025,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
NIFTY,31-Dec-2026,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,Day5
AARTIIND,27-Oct-2022,2605250,1143250,0.0562,0.1134,-0.0231,0.4388,3417850,771.4,0.2999999999999545,12922.56," 32.61",3727,1016,0.2726,0.1079,-0.0496,Day6
AARTIIND,24-Nov-2022,562700,188700,0.0138,0.0137,0.0139,0.3353,684250,771.25,0.8999999999999773,1043.31," 32.61",113,32,0.2832,-0.0583,-0.4667,Day6
AARTIIND,29-Dec-2022,5100,4250,0.0000,0.0000,-0.0667,0.8333,23800,766.55,-5.050000000000068,65.35," 32.61",0,5,0.0000,0.0000,0.0000,Day6
ABB,27-Oct-2022,264750,119500,0.0352,0.0192,-0.0056,0.4514,1196250,3241.65,-58.25,11467.82," 40.55",1589,362,0.2278,-0.7309,-0.6157,Day6
ABB,24-Nov-2022,500,0,0.0000,0.0000,0.1207,0.0000,16250,3246.55,-57.399999999999636,178.42," 40.55",0,0,0.0000,0.0000,0.0000,Day6
ABB,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,3042.05,0,0," 40.55",0,0,0.0000,0.0000,0.0000,Day6
ABBOTINDIA,27-Oct-2022,14800,5000,0.0694,0.0504,0.0332,0.3378,48480,18883.3,-242.85000000000218,3244.04," 44.07",119,56,0.4706,-0.6580,1.5455,Day6
ABBOTINDIA,24-Nov-2022,40,0,0.0000,0.0000,0.0200,0.0000,2040,19054,-151,15.25," 44.07",0,0,0.0000,0.0000,0.0000,Day6
ABBOTINDIA,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,40,19274.9,0,0," 44.07",0,0,0.0000,0.0000,0.0000,Day6
ABCAPITAL,27-Oct-2022,8235000,4957200,0.0160,0.0022,0.0034,0.6020,22356000,115.2,-0.5499999999999972,4014.62," 37.47",615,142,0.2309,-0.1338,-0.5824,Day6
ABCAPITAL,24-Nov-2022,16200,108000,0.0000,0.0000,-0.0112,6.6667,475200,115.7,-0.29999999999999716,124.79," 37.47",0,0,0.0000,0.0000,-1.0000,Day6
ABCAPITAL,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,70200,117,0,0," 37.47",0,0,0.0000,0.0000,0.0000,Day6
ABFRL,27-Oct-2022,4823000,2574000,0.0723,0.0377,-0.0498,0.5337,7142200,339.4,-2.2000000000000455,13766.93," 31.34",2457,638,0.2597,-0.2880,-0.2368,Day6
ABFRL,24-Nov-2022,0,0,0.0000,0.0000,-0.0337,0.0000,223600,341.05,-1.9499999999999886,453.32," 31.34",0,0,0.0000,0.0000,0.0000,Day6
ABFRL,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,5200,343.7,0,0," 31.34",0,0,0.0000,0.0000,0.0000,Day6
ACC,27-Oct-2022,1968000,853500,0.0658,0.0995,0.0107,0.4337,4514500,2377.45,-14.600000000000364,23381.32," 13.31",8213,2759,0.3359,-0.0954,-0.1432,Day6
ACC,24-Nov-2022,3500,2250,0.2727,0.0000,0.0630,0.6429,63250,2389.8,-11.149999999999636,913.8," 13.31",4,0,0.0000,-0.4286,-1.0000,Day6
ACC,29-Dec-2022,0,0,0.0000,0.0000,0.2143,0.0000,4250,2405.15,-8.849999999999909,59.88," 13.31",0,0,0.0000,0.0000,0.0000,Day6
ADANIENT,27-Oct-2022,7241000,5050500,0.0021,-0.0060,-0.0008,0.6975,15365500,3257.3,-31.25,128423.63," 20.43",21168,16085,0.7599,-0.0495,-0.1179,Day6
ADANIENT,24-Nov-2022,149500,173000,0.1412,0.0915,-0.0604,1.1572,326500,3271.8,-34.94999999999982,7892.09," 20.43",146,123,0.8425,0.1406,0.5769,Day6
ADANIENT,29-Dec-2022,2000,0,0.0000,0.0000,0.0541,0.0000,39000,3286.9,-33.90000000000009,278.93," 20.43",0,0,0.0000,0.0000,0.0000,Day6
ADANIPORTS,27-Oct-2022,16953750,8610000,0.0366,0.0075,0.0094,0.5079,70125000,811.35,-9.5,54552.74," 21.50",14955,6707,0.4485,-0.0031,-0.2586,Day6
ADANIPORTS,24-Nov-2022,448750,277500,0.4078,0.7077,0.0892,0.6184,808750,816.25,-8.850000000000023,2776.13," 21.50",170,130,0.7647,0.0625,0.3402,Day6
ADANIPORTS,29-Dec-2022,1250,1250,0.0000,0.0000,0.1081,1.0000,51250,821,-9,265.64," 21.50",1,1,1.0000,0.0000,0.0000,Day6
ALKEM,27-Oct-2022,107400,20600,0.1881,0.1196,-0.0273,0.1918,327800,3186.7,-24.950000000000273,4053.15," 34.84",423,61,0.1442,1.2381,0.8485,Day6
ALKEM,24-Nov-2022,0,0,0.0000,0.0000,0.3810,0.0000,5800,3164.3,-23.699999999999818,151.11," 34.84",0,0,0.0000,0.0000,0.0000,Day6
ALKEM,29-Dec-2022,0,0,0.0000,0.0000,0.3333,0.0000,1600,3152.8,-79.19999999999982,12.61," 34.84",0,0,0.0000,0.0000,0.0000,Day6
AMARAJABAT,27-Oct-2022,1619000,933000,0.0527,0.0253,-0.0044,0.5763,5656000,496.55,-6.25,3012.49," 31.49",791,326,0.4121,-0.2290,-0.2867,Day6
AMARAJABAT,24-Nov-2022,7000,1000,0.4000,0.0000,0.0333,0.1429,435000,495.95,-6.25,460.71," 31.49",2,0,0.0000,0.0000,0.0000,Day6
AMARAJABAT,29-Dec-2022,0,0,0.0000,0.0000,0.2000,0.0000,18000,498.3,-6.699999999999989,19.92," 31.49",0,0,0.0000,0.0000,0.0000,Day6
AMBUJACEM,27-Oct-2022,20185200,10994400,0.1106,0.0575,0.0362,0.5447,65365200,524.1,-0.6499999999999773,115345.11," 26.14",22066,8847,0.4009,0.1567,0.2009,Day6
AMBUJACEM,24-Nov-2022,228600,117000,3.5357,7.1250,0.2677,0.5118,869400,526.95,-0.39999999999997726,2748.03," 26.14",138,57,0.4130,16.2500,10.4000,Day6
AMBUJACEM,29-Dec-2022,0,0,0.0000,0.0000,0.2105,0.0000,41400,529.7,5.150000000000091,95.33," 26.14",0,0,0.0000,0.0000,0.0000,Day6
APOLLOHOSP,27-Oct-2022,912875,346625,0.0322,0.1695,0.0101,0.3797,1518000,4349.95,-64.85000000000036,13772.1," 18.63",7516,4493,0.5978,-0.1063,0.6684,Day6
APOLLOHOSP,24-Nov-2022,6500,12125,0.0833,0.8302,0.2278,1.8654,24250,4369.8,-64.44999999999982,494.46," 18.63",7,63,9.0000,-0.7667,4.7273,Day6
APOLLOHOSP,29-Dec-2022,0,0,0.0000,0.0000,0.1053,0.0000,2625,4367.4,-80.20000000000073,10.91," 18.63",0,0,0.0000,0.0000,0.0000,Day6
APOLLOTYRE,27-Oct-2022,7525000,5288500,0.0707,0.0793,0.0058,0.7028,12803000,271.5,-0.6499999999999773,18567.93," 11.64",2355,1610,0.6837,0.5106,0.8852,Day6
APOLLOTYRE,24-Nov-2022,0,17500,0.0000,0.0000,0.1122,0.0000,381500,272.6,-0.44999999999998863,1863.73," 11.64",0,5,0.0000,0.0000,0.0000,Day6
APOLLOTYRE,29-Dec-2022,0,0,0.0000,0.0000,0.5000,0.0000,21000,273.1,0.20000000000004547,75.95," 11.64",0,0,0.0000,0.0000,0.0000,Day6
ASHOKLEY,27-Oct-2022,25550000,13740000,0.1488,-0.0136,0.0036,0.5378,50355000,154.7,-5.350000000000023,29281.57," 33.29",8476,4295,0.5067,-0.0297,0.8658,Day6
ASHOKLEY,24-Nov-2022,230000,140000,0.1500,0.5556,-0.0203,0.6087,965000,155.4,-5.449999999999989,1483.56," 33.29",18,12,0.6667,-0.5714,0.2000,Day6
ASHOKLEY,29-Dec-2022,5000,0,0.0000,0.0000,0.4815,0.0000,200000,156.45,-4.75,218.07," 33.29",0,0,0.0000,-1.0000,0.0000,Day6
ASIANPAINT,27-Oct-2022,3115000,1326000,0.1097,0.0403,-0.0051,0.4257,5304800,3284.95,-69.20000000000027,45812.34," 41.25",22004,11755,0.5342,0.1321,0.2622,Day6
ASIANPAINT,24-Nov-2022,115600,113200,0.2272,0.4365,0.0534,0.9792,98600,3294.25,-69,2271.14," 41.25",318,309,0.9717,-0.0275,-0.0965,Day6
ASIANPAINT,29-Dec-2022,200,800,0.0000,0.0000,0.1250,4.0000,16200,3317,-63.25,172.14," 41.25",1,0,0.0000,0.0000,0.0000,Day6
ASTRAL,27-Oct-2022,405625,142725,0.0735,0.1432,0.0327,0.3519,1128600,2209.8,-63.25,6542.85," 43.14",1000,417,0.4170,-0.1863,0.5736,Day6
ASTRAL,24-Nov-2022,1375,1100,0.0000,0.0000,0.3867,0.8000,28600,2215.35,-58.65000000000009,225.21," 43.14",0,4,0.0000,0.0000,0.0000,Day6
ASTRAL,29-Dec-2022,0,0,0.0000,0.0000,0.5000,0.0000,1650,2214,11.900000000000091,12.2," 43.14",0,0,0.0000,0.0000,0.0000,Day6
ATUL,27-Oct-2022,12300,2100,0.0380,0.3333,0.0139,0.1707,158925,8775,-158.54999999999927,2756.52," 47.21",57,13,0.2281,-0.7543,-0.4583,Day6
ATUL,24-Nov-2022,0,75,0.0000,0.0000,0.2083,0.0000,2175,8811.85,-168.75,52.96," 47.21",0,0,0.0000,0.0000,0.0000,Day6
ATUL,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,0,9060.2,0,0," 47.21",0,0,0.0000,0.0000,0.0000,Day6
AUBANK,27-Oct-2022,3627000,1539000,0.0399,0.0308,0.0062,0.4243,6531000,589.35,-4.399999999999977,15138.78," 30.73",4309,1396,0.3240,-0.1662,-0.4186,Day6
AUBANK,24-Nov-2022,2000,10000,0.0000,0.4286,-0.0170,5.0000,173000,590.95,-5.099999999999909,547.44," 30.73",1,3,3.0000,0.0000,0.0000,Day6
AUBANK,29-Dec-2022,0,0,0.0000,0.0000,0.0263,0.0000,39000,590.25,-2.75,41.1," 30.73",0,0,0.0000,0.0000,0.0000,Day6
AUROPHARMA,27-Oct-2022,3089000,1896000,-0.0159,-0.0400,-0.0026,0.6138,13907000,537.05,-5.400000000000091,6080.43," 26.84",2535,1367,0.5393,-0.0907,-0.1583,Day6
AUROPHARMA,24-Nov-2022,41000,22000,0.3226,0.2941,0.0544,0.5366,523000,539.1,-5.149999999999977,435.71," 26.84",16,8,0.5000,1.2857,0.0000,Day6
AUROPHARMA,29-Dec-2022,0,0,0.0000,0.0000,0.0588,0.0000,36000,541.15,-5.7000000000000455,32.43," 26.84",0,0,0.0000,0.0000,0.0000,Day6
AXISBANK,27-Oct-2022,16209600,10468800,0.1333,0.3333,-0.0325,0.6458,42554400,777.2,20.600000000000023,135999.72," 61.65",43883,20364,0.4641,2.0421,1.1046,Day6
AXISBANK,24-Nov-2022,598800,260400,0.1605,0.2056,0.2690,0.4349,781200,780.35,20.5,4596," 61.65",283,120,0.4240,-0.3310,-0.2258,Day6
AXISBANK,29-Dec-2022,0,1200,0.0000,0.0000,0.3784,0.0000,61200,784.35,25.350000000000023,401.01," 61.65",0,0,0.0000,0.0000,-1.0000,Day6
BAJAJ-AUTO,27-Oct-2022,954750,611500,-0.0026,0.0413,-0.0237,0.6405,2607000,3580.7,-7.700000000000273,35883.51," 49.62",5447,2080,0.3819,-0.6502,-0.2818,Day6
BAJAJ-AUTO,24-Nov-2022,3250,4000,0.0833,0.1429,3.0941,1.2308,489250,3564.7,-11.800000000000182,15299.57," 49.62",1,2,2.0000,0.0000,1.0000,Day6
BAJAJ-AUTO,29-Dec-2022,250,0,0.0000,0.0000,0.0000,0.0000,3000,3523,-27,43.88," 49.62",0,0,0.0000,-1.0000,0.0000,Day6
BAJAJFINSV,27-Oct-2022,3273000,1586000,0.0548,-0.0201,-0.0019,0.4846,6439000,1683.95,-18.799999999999955,30352.46," 25.47",6883,2938,0.4268,0.6003,0.2439,Day6
BAJAJFINSV,24-Nov-2022,3500,10500,0.0000,0.7500,0.0527,3.0000,249500,1684.65,-17.84999999999991,1164.27," 25.47",0,12,0.0000,-1.0000,2.0000,Day6
BAJAJFINSV,29-Dec-2022,0,0,0.0000,0.0000,0.0938,0.0000,17500,1687.6,-17.40000000000009,150.99," 25.47",0,0,0.0000,0.0000,0.0000,Day6
BAJFINANCE,27-Oct-2022,2414875,1327625,0.0147,0.0225,0.0124,0.5498,4322375,7315.6,-62.099999999999454,69513.34," 21.30",24781,11773,0.4751,0.0117,-0.2172,Day6
BAJFINANCE,24-Nov-2022,68125,64250,0.3557,0.0890,0.1199,0.9431,96875,7349.85,-64,4064.7," 21.30",313,253,0.8083,-0.3438,0.0202,Day6
BAJFINANCE,29-Dec-2022,4125,6000,0.3750,2.6923,0.0642,1.4545,14500,7380,-69,230.01," 21.30",12,37,3.0833,5.0000,6.4000,Day6
BALKRISIND,27-Oct-2022,439200,328200,0.0413,0.0148,-0.0277,0.7473,2419200,1904.85,-12.25,8090.13," 59.62",1807,310,0.1716,0.2436,-0.1193,Day6
BALKRISIND,24-Nov-2022,900,6600,0.0000,0.0476,0.1050,7.3333,60000,1910.1,-12.75,364.8," 59.62",0,1,0.0000,-1.0000,0.0000,Day6
BALKRISIND,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,1200,1935,0,0," 59.62",0,0,0.0000,0.0000,0.0000,Day6
BALRAMCHIN,27-Oct-2022,4497600,2352000,0.0778,0.0159,-0.0073,0.5229,6944000,359.45,-5.300000000000011,10118.37," 15.30",5545,1837,0.3313,-0.3666,-0.1781,Day6
BALRAMCHIN,24-Nov-2022,12800,9600,0.6000,0.2000,0.1029,0.7500,120000,361.55,-5.25,473.74," 15.30",3,1,0.3333,0.5000,0.0000,Day6
BALRAMCHIN,29-Dec-2022,0,0,0.0000,0.0000,1.0000,0.0000,3200,364.3,-1.9499999999999886,5.82," 15.30",0,0,0.0000,0.0000,0.0000,Day6
BANDHANBNK,27-Oct-2022,10015200,5518800,0.2072,0.0842,-0.0105,0.5510,25565400,267.8,-8.550000000000011,22602.91," 25.54",8546,4896,0.5729,1.4800,2.1007,Day6
BANDHANBNK,24-Nov-2022,37800,117000,0.1667,0.1818,0.2114,3.0952,381600,269.1,-8.799999999999955,832.25," 25.54",6,18,3.0000,1.0000,0.3846,Day6
BANDHANBNK,29-Dec-2022,0,1800,0.0000,0.0000,0.2941,0.0000,39600,270.7,-8.300000000000011,63.24," 25.54",0,1,0.0000,0.0000,0.0000,Day6
BANKBARODA,27-Oct-2022,28460250,19281600,0.1642,0.0173,0.0308,0.6775,92605500,132.8,-2.6499999999999773,29615.48," 37.86",4843,2642,0.5455,-0.1946,-0.2535,Day6
BANKBARODA,24-Nov-2022,169650,193050,0.4500,3.7143,0.1000,1.1379,900900,133.45,-2.6000000000000227,987.5," 37.86",19,33,1.7368,0.4615,5.6000,Day6
BANKBARODA,29-Dec-2022,0,0,0.0000,0.0000,-0.1333,0.0000,152100,134.35,-2.3499999999999943,110.5," 37.86",0,0,0.0000,0.0000,0.0000,Day6
BATAINDIA,27-Oct-2022,485650,165550,0.0267,0.0361,-0.0071,0.3409,1951125,1784.4,-8.949999999999818,6591.76," 60.29",1750,602,0.3440,-0.1921,-0.3120,Day6
BATAINDIA,24-Nov-2022,0,825,0.0000,0.5000,0.0444,0.0000,38775,1795,-9.099999999999909,195.91," 60.29",0,1,0.0000,0.0000,0.0000,Day6
BATAINDIA,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,1100,1803.25,0,0," 60.29",0,0,0.0000,0.0000,0.0000,Day6
BEL,27-Oct-2022,31281600,18650400,0.0370,0.0541,-0.0023,0.5962,77656800,104.9,-1.5499999999999972,17415.75," 63.78",2180,1078,0.4945,-0.4173,-0.2114,Day6
BEL,24-Nov-2022,456000,239400,0.3333,0.1667,0.0489,0.5250,2690400,105.15,-1.6499999999999915,1103.25," 63.78",11,3,0.2727,0.8333,-0.8125,Day6
BEL,29-Dec-2022,0,0,0.0000,0.0000,0.1000,0.0000,125400,105.5,-1.7000000000000028,12.02," 63.78",0,0,0.0000,0.0000,0.0000,Day6
BERGEPAINT,27-Oct-2022,2187900,976800,0.0535,0.0254,0.0081,0.4465,7121400,625.15,-3.5,14770.41," 43.83",3198,1081,0.3380,-0.2318,-0.2477,Day6
BERGEPAINT,24-Nov-2022,0,16500,0.0000,-0.0625,0.0325,0.0000,139700,627.8,-3.4500000000000455,261.64," 43.83",0,3,0.0000,0.0000,-0.7273,Day6
BERGEPAINT,29-Dec-2022,0,0,0.0000,0.0000,0.1000,0.0000,12100,631,-2.9500000000000455,13.83," 43.83",0,0,0.0000,0.0000,0.0000,Day6
BHARATFORG,27-Oct-2022,3815000,2170000,0.0294,0.0217,0.0025,0.5688,6806000,778.6,9.149999999999977,25606.98," 39.20",7959,2535,0.3185,0.1424,-0.3022,Day6
BHARATFORG,24-Nov-2022,26000,29000,0.1304,-0.0333,-0.1304,1.1154,140000,778.7,8.150000000000091,1375.6," 39.20",11,5,0.4545,10.0000,-0.5455,Day6
BHARATFORG,29-Dec-2022,0,0,0.0000,0.0000,0.3077,0.0000,17000,781.35,9.350000000000023,116.09," 39.20",0,0,0.0000,0.0000,0.0000,Day6
BHARTIARTL,27-Oct-2022,22514050,6510350,0.0190,-0.0519,0.0022,0.2892,39851550,790.35,-3.3500000000000227,33410.22," 63.86",17646,6348,0.3597,-0.4388,-0.3863,Day6
BHARTIARTL,24-Nov-2022,197600,136800,0.1954,0.1077,0.0728,0.6923,769500,788.2,-4.0499999999999545,1721.76," 63.86",109,36,0.3303,0.2386,0.2414,Day6
BHARTIARTL,29-Dec-2022,0,950,0.0000,0.0000,0.0980,0.0000,106400,788.4,-4.800000000000068,268.53," 63.86",0,0,0.0000,0.0000,-1.0000,Day6
BHEL,27-Oct-2022,50851500,27919500,0.0570,0.0223,0.0209,0.5490,126441000,63.5,-0.7000000000000028,15393.65," 23.91",4067,1371,0.3371,-0.2405,-0.1666,Day6
BHEL,24-Nov-2022,1092000,325500,0.2530,0.1481,0.0662,0.2981,3045000,63.9,-0.6000000000000014,887.55," 23.91",45,4,0.0889,-0.0217,-0.4286,Day6
BHEL,29-Dec-2022,0,0,0.0000,0.0000,0.0714,0.0000,315000,64.2,-0.6499999999999915,67.04," 23.91",0,0,0.0000,0.0000,0.0000,Day6
BIOCON,27-Oct-2022,13073200,5375100,0.2290,0.0143,0.0456,0.4112,20585000,278,-6,12460.55," 42.05",5491,2642,0.4812,-0.1577,-0.5324,Day6
BIOCON,24-Nov-2022,103500,170200,0.3636,0.9474,0.3097,1.6444,1147700,279.05,-5.899999999999977,3159.34," 42.05",17,43,2.5294,-0.5000,-0.1042,Day6
BIOCON,29-Dec-2022,0,0,0.0000,0.0000,0.1081,0.0000,188600,281,-5.800000000000011,194.13," 42.05",0,0,0.0000,0.0000,0.0000,Day6
BOSCHLTD,27-Oct-2022,43200,16300,0.0035,0.0516,0.0018,0.3773,199700,15817.2,-125,5136.7," 28.84",694,108,0.1556,-0.4890,-0.2448,Day6
BOSCHLTD,24-Nov-2022,400,0,0.3333,0.0000,0.0260,0.0000,3950,15893.4,-127.89999999999964,126.65," 28.84",3,0,0.0000,0.5000,0.0000,Day6
BOSCHLTD,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,100,16112.6,0,0," 28.84",0,0,0.0000,0.0000,0.0000,Day6
BPCL,27-Oct-2022,10252800,5833800,0.1069,0.0100,0.0088,0.5690,16648200,305.2,-3.650000000000034,9204.54," 34.84",4417,2282,0.5166,-0.1161,-0.2989,Day6
BPCL,24-Nov-2022,115200,81000,1.1333,0.2500,0.0795,0.7031,855000,305.1,-3.1499999999999773,536.35," 34.84",41,15,0.3659,4.1250,0.2500,Day6
BPCL,29-Dec-2022,0,0,0.0000,0.0000,0.2963,0.0000,63000,305.6,-3.5,54.76," 34.84",0,0,0.0000,0.0000,0.0000,Day6
BRITANNIA,27-Oct-2022,517200,182200,0.0125,0.0133,-0.0049,0.3523,1457400,3787.3,-2.299999999999727,12713.94," 58.57",2033,804,0.3955,-0.1130,-0.4224,Day6
BRITANNIA,24-Nov-2022,8800,3600,0.1579,0.6364,1.1034,0.4091,48800,3799.15,-3.349999999999909,1353.67," 58.57",8,8,1.0000,-0.6800,1.6667,Day6
BRITANNIA,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,200,3860,0,0," 58.57",0,0,0.0000,0.0000,0.0000,Day6
BSOFT,27-Oct-2022,4371900,2633800,0.1788,0.3199,0.1621,0.6024,9525100,290.4,-4.75,13722.12," 39.50",6587,2988,0.4536,1.3466,3.6615,Day6
BSOFT,24-Nov-2022,0,32500,0.0000,1.0833,0.2910,0.0000,501800,290.6,-5,1579.08," 39.50",0,18,0.0000,0.0000,17.0000,Day6
BSOFT,29-Dec-2022,0,0,0.0000,0.0000,0.6250,0.0000,33800,292,-5.5,108.2," 39.50",0,0,0.0000,0.0000,0.0000,Day6
CANBK,27-Oct-2022,16829100,11893500,0.0490,0.0131,-0.0002,0.7067,39711600,228,-1.25,22602.03," 12.56",4418,2124,0.4808,-0.2693,-0.3122,Day6
CANBK,24-Nov-2022,40500,5400,0.8750,0.0000,-0.0088,0.1333,604800,229.25,-1.25,720.34," 12.56",12,0,0.0000,2.0000,-1.0000,Day6
CANBK,29-Dec-2022,0,2700,0.0000,0.0000,0.0556,0.0000,51300,230,-1.3499999999999943,12.36," 12.56",0,1,0.0000,0.0000,0.0000,Day6
CANFINHOME,27-Oct-2022,4407975,1989000,0.0123,0.0134,-0.0156,0.4512,6810375,499.2,-3.25,8720.31," 20.08",3338,1204,0.3607,0.1142,0.2863,Day6
CANFINHOME,24-Nov-2022,3900,13650,0.3333,0.0769,0.0421,3.5000,289575,500.85,-3.5,520," 20.08",3,3,1.0000,0.0000,0.0000,Day6
CANFINHOME,29-Dec-2022,0,0,0.0000,0.0000,0.1000,0.0000,10725,503.6,-1.75,24.38," 20.08",0,0,0.0000,0.0000,0.0000,Day6
CHAMBLFERT,27-Oct-2022,3045000,1311000,0.1057,0.1148,0.0147,0.4305,5610000,319.3,-2.75,4136.67," 38.33",1393,505,0.3625,-0.0972,0.6612,Day6
CHAMBLFERT,24-Nov-2022,10500,6000,0.0000,0.3333,0.0180,0.5714,169500,320.8,-2.8000000000000114,181.58," 38.33",1,1,1.0000,0.0000,0.0000,Day6
CHAMBLFERT,29-Dec-2022,0,0,0.0000,0.0000,0.1111,0.0000,15000,321,-3.8000000000000114,14.43," 38.33",0,0,0.0000,0.0000,0.0000,Day6
CHOLAFIN,27-Oct-2022,1733750,917500,0.0343,0.0501,-0.0051,0.5292,6631250,731.75,-6.600000000000023,8205.66," 54.17",1036,354,0.3417,-0.6366,-0.5397,Day6
CHOLAFIN,24-Nov-2022,1250,1250,0.0000,0.0000,0.1579,1.0000,55000,733.6,-6.449999999999932,219.68," 54.17",0,0,0.0000,0.0000,0.0000,Day6
CHOLAFIN,29-Dec-2022,0,0,0.0000,0.0000,0.2000,0.0000,7500,730.75,-8,9.13," 54.17",0,0,0.0000,0.0000,0.0000,Day6
CIPLA,27-Oct-2022,3701750,2422550,-0.0127,-0.0109,-0.0320,0.6544,8082100,1120,-9.849999999999909,22432.88," 61.28",6762,5245,0.7757,-0.0615,0.3529,Day6
CIPLA,24-Nov-2022,3900,650,0.0000,0.0000,0.0541,0.1667,202800,1118.2,-10.849999999999909,755.67," 61.28",0,0,0.0000,0.0000,0.0000,Day6
CIPLA,29-Dec-2022,0,0,0.0000,0.0000,0.0000,0.0000,650,1134.05,0,0," 61.28",0,0,0.0000,0.0000,0.0000,Day6
COALINDIA,27-Oct-2022,21915600,18501000,0.1371,0.0314,0.0133,0.8442,32083800,230.1,0,34778.13," 48.79",10189,4545,0.4461,-0.0656,-0.4771,Day6
COALINDIA,24-Nov-2022,407400,365400,0.0778,0.0482,0.0988,0.8969,1915200,230.65,-0.15000000000000568,2084.32," 48.79",10,12,1.2000,-0.6552,-0.7931,Day6
COALINDIA,29-Dec-2022,4200,0,0.0000,0.0000,0.1852,0.0000,134400,231.5,1.1500000000000057,87.47," 48.79",0,0,0.0000,0.0000,0.0000,Day6
COFORGE,27-Oct-2022,313800,156600,0.0341,0.0752,0.0627,0.4990,678300,3616.85,39,11768.2," 33.58",4520,1213,0.2684,1.3591,0.2904,Day6
