SYMBOL,SERIES,CLOSE_PRICE1,CLOSE_PRICE2,CLOSE_PRICE3,CLOSE_PRICE4,CLOSE_PRICE5,CLOSE_PRICE6,CLOSE_PRICE7,CLOSE_PRICE8,CLOSE_PRICE9,CLOSE_PRICE10,%P_CHANGE,TTL_TRD_QNTY1,TTL_TRD_QNTY2,TTL_TRD_QNTY3,TTL_TRD_QNTY4,TTL_TRD_QNTY5,TTL_TRD_QNTY6,TTL_TRD_QNTY7,TTL_TRD_QNTY8,TTL_TRD_QNTY9,TTL_TRD_QNTY10,%TTL_TRD_QNTY_CHANGE,DELIV_QTY1,DELIV_QTY2,DELIV_QTY3,DELIV_QTY4,DELIV_QTY5,DELIV_QTY6,DELIV_QTY7,DELIV_QTY8,DELIV_QTY9,DELIV_QTY10,DELIV_PER1,DELIV_PER2,DELIV_PER3,DELIV_PER4,DELIV_PER5,DELIV_PER6,DELIV_PER7,DELIV_PER8,DELIV_PER9,DELIV_PER10,CASHFLOW1,CASHFLOW2,CASHFLOW3,CASHFLOW4,CASHFLOW5,CASHFLOW6,CASHFLOW7,CASHFLOW8,CASHFLOW9,"SUM FUTSTK,XX1","SUM FUTSTK,XX2","SUM FUTSTK,XX3","SUM FUTSTK,XX4","SUM FUTSTK,XX5","SUM FUTSTK,XX6","SUM FUTSTK,XX7","SUM FUTSTK,XX8","SUM FUTSTK,XX9","SUM FUTSTK,XX10",%OI_CHANGE,"SUM AVG,VAL_INLAKH1","SUM AVG,VAL_INLAKH2","SUM AVG,VAL_INLAKH3","SUM AVG,VAL_INLAKH4","SUM AVG,VAL_INLAKH5","SUM AVG,VAL_INLAKH6","SUM AVG,VAL_INLAKH7","SUM AVG,VAL_INLAKH8","SUM AVG,VAL_INLAKH9","SUM AVG,VAL_INLAKH10",AVG_PRICE1,AVG_PRICE2,AVG_PRICE3,AVG_PRICE4,AVG_PRICE5,AVG_PRICE6,AVG_PRICE7,AVG_PRICE8,AVG_PRICE9,AVG_PRICE10
AMBUJACEM," EQ",520.1,527.6,513.1,513.1,516.9,512.6,517.7,510.7,507.85,520.55,-1.4215314632297193,6679582,10067299,5007924,5007924,1415497,9693780,5223412,6646701,10116195,9626670,-0.3365," 2102287"," 3435615"," 1353004"," 1353004"," 498690"," 1985276"," 1479927"," 1445603"," 3330807"," 2307111"," 31.47"," 34.13"," 27.02"," 27.02"," 35.23"," 20.48"," 28.33"," 21.75"," 32.93"," 23.97",-1095775053.01,1798372671.7500002,-697838873.0799999,-697838873.0799999,258391236.6,1020094367.08,-759365342.97,-742259316.38,1710236162.22,65907000,64854000,51456600,28382400,27714600,14277600,6782400,4930200,1981800,1447200,1.6236,-77619.51,198951.97,161858.18000000002,-10730.94,109158.48,-50208.270000000004,-21821.93,-22498.03,11454.25,2009.1100000000001,521.23,523.45,515.77,515.77,518.14,513.83,513.11,513.46,513.46,511.42
APOLLOHOSP," EQ",4567,4431.85,4404.05,4404.05,4410.15,4389.05,4322.5,4388.75,4366,4290.85,3.0495165675733524,691801,421237,474364,474364,30919,364601,370651,249672,387469,254734,0.6423," 250206"," 182767"," 280183"," 280183"," 9133"," 165882"," 202055"," 93988"," 150564"," 85317"," 36.17"," 43.39"," 59.06"," 59.06"," 29.54"," 45.50"," 54.51"," 37.64"," 38.86"," 33.49",1133598315.96,811975295.5600001,-1232127157.1399999,-1232127157.1399999,40340095.68,728515591.1400001,-875815479.7,411410852.76000005,650853542.2800001,1522750,1430000,1257250,1006875,1010000,565500,311625,73000,62125,55125,6.4860,30327.960000000003,22528.45,-19980.43,-1288.54,27694.75,15413.63,-12882.970000000001,2272,1055.04,811.08,4530.66,4442.68,4397.58,4397.58,4416.96,4391.77,4334.54,4377.27,4322.77,4266.21
APOLLOTYRE," EQ",289.2,288.5,287.45,287.45,281.3,281.75,282.3,286.95,280.25,276.5,0.24263431542460612,2360584,1692821,2651663,2651663,405664,2375508,2037246,7796511,2958781,2046926,0.3945," 383946"," 270655"," 721385"," 721385"," 148237"," 250765"," 376169"," 1622727"," 577478"," 401051"," 16.26"," 15.99"," 27.21"," 27.21"," 36.54"," 10.56"," 18.46"," 20.81"," 19.52"," 19.59",111014146.44,77642799.85,-206777796.39999998,206777796.39999998,-41875470.13,-70911326.69999999,-106437018.55,467004603.33000004,161716939.12,12740000,11966500,9198000,4235000,4168500,2765000,1792000,752500,633500,581000,6.4639,-15633.03,-25874.879999999997,26120.53,-921.64,-11596.4,9137.099999999999,8131.65,-2680.87,1159.39,704.3100000000001,289.14,286.87,286.64,286.64,282.49,282.78,282.95,287.79,280.04,274.56
ASHOKLEY," EQ",149.15,147.95,147.25,147.25,144.55,143,144.75,146.85,149.8,148.05,0.811084825954726,10839720,6094153,10144571,10144571,1549839,9930495,13802294,10506272,7573408,8744843,0.7787," 4554096"," 2615835"," 4752686"," 4752686"," 760960"," 4564072"," 7755998"," 5315406"," 3418994"," 2767833"," 42.01"," 42.92"," 46.85"," 46.85"," 49.10"," 45.96"," 56.19"," 50.59"," 45.14"," 31.65",678788008.8000001,385861820.84999996,-693084199.3800001,693084199.3800001,109958720,-654122799.04,-1119500751.32,-786680088,512404630.78000003,60095000,56955000,49815000,30505000,30235000,13875000,6685000,3805000,2845000,2445000,5.5131,31320.219999999998,-36742.86,49362.979999999996,-2872.66,36560.39,-18934.75,7560.150000000001,-3823.3399999999997,2696.73,1360.07,149.05,147.51,145.83,145.83,144.5,143.32,144.34,148,149.87,146.89
ASIANPAINT," EQ",3053.4,3043.45,3084.9,3084.9,3121.65,3092.4,3140.9,3212.75,3225.85,3197.6,0.32693160722207604,715736,2005709,1016316,1016316,178709,1738731,2284352,943543,1015424,1067773,-0.6432," 410260"," 1304649"," 688691"," 688691"," 92128"," 749836"," 731426"," 453897"," 614133"," 621947"," 57.32"," 65.05"," 67.76"," 67.76"," 51.55"," 43.13"," 32.02"," 48.11"," 60.48"," 58.25",-1251998647.1999998,-3989499223.5899997,-2136732696.6,-2136732696.6,288124792.32,-2329650471.6800003,-2313185924.82,-1460095869.6000001,1983164424.93,6444200,6323600,5215400,4007800,4020600,2430800,768400,403400,363200,217800,1.9071,-32604.480000000003,86043.90999999999,66654.36,-5927.2699999999995,-87782.92,86632.3,17795.550000000003,-5281.13,-9009.04,5074.48,3051.72,3057.91,3102.6,3102.6,3127.44,3106.88,3162.57,3216.8,3229.21,3198.99
ASTRAL," EQ",1951.55,1959.2,1986.65,1986.65,2016.6,2003,2040.15,2057.45,2170.75,2148.35,-0.3904654961208703,313873,672697,267260,267260,55216,578004,742637,766407,303416,273269,-0.5334," 126269"," 381920"," 118544"," 118544"," 29976"," 202394"," 352391"," 359828"," 123321"," 61663"," 40.23"," 56.77"," 44.36"," 44.36"," 54.29"," 35.02"," 47.45"," 46.95"," 40.64"," 22.56",247939283.01999998,-749617299.2,-237161497.28,-237161497.28,-60444505.68,-409588785.68,-716463761.65,-750381712.92,267400623.92999998,1496000,1486100,1125575,915200,920425,463925,154275,93225,59675,38225,0.6662,8697.58,16363.26,12122.51,-478.86,16997.96,-13147.2,3425.7999999999997,-1847.57,1557.52,690.4300000000001,1963.58,1962.76,2000.62,2000.62,2016.43,2023.72,2033.15,2085.39,2168.33,2127.26
ATUL," EQ",8315.2,8413.25,8201,8201,8379.95,8434.8,8655.95,8649.65,8661,8735.2,-1.1654235877930559,19861,118918,26437,26437,4529,97302,19315,7828,24499,87572,-0.8330," 7435"," 87310"," 13182"," 13182"," 2383"," 40895"," 9642"," 2939"," 11549"," 78402"," 37.44"," 73.42"," 49.86"," 49.86"," 52.62"," 42.03"," 49.92"," 37.54"," 47.14"," 89.53",62145373.15,720588638.1999999,-108639848.46000001,-108639848.46000001,-19981240.53,-348332568.34999996,-83237843.28,25561364.7,-99956017.55000001,153825,149775,117375,94950,93375,29400,12300,8700,7650,4200,2.7041,-2770.76,10170.36,5673.43,-219.88,12348.22,-3153.59,-855.39,176.6,-518.47,266.79,8358.49,8253.22,8241.53,8241.53,8384.91,8517.73,8632.84,8697.3,8654.95,8729.87
AUBANK," EQ",574.1,580.85,574.9,574.9,580.7,579.35,592.35,625.95,625.6,615.75,-1.1620900404579495,1169510,1156810,1469741,1469741,515268,3625697,5705861,1939613,1137553,1806133,0.0110," 622171"," 524157"," 564965"," 564965"," 198883"," 1398510"," 1866031"," 1080651"," 491176"," 948752"," 53.20"," 45.31"," 38.44"," 38.44"," 38.60"," 38.57"," 32.70"," 55.71"," 43.18"," 52.53",-357928754.59,304152582.39,-323611952,-323611952,-116054196.99,-823484643.3000001,-1116185102.96,676347041.37,305658824.79999995,7287000,6997000,6185000,4857000,4675000,3039000,939000,466000,429000,278000,4.1446,10750.130000000001,-20933.440000000002,20296.04,-2545.6099999999997,-23089.379999999997,25668,4860,-1473.17,-3083.2999999999997,1601.4299999999998,575.29,580.27,572.8,572.8,583.53,588.83,598.16,625.87,622.3,609.35
AUROPHARMA," EQ",522.25,529.55,519.9,519.9,524.5,524.45,525.55,521.9,517.7,519.85,-1.3785289396657454,796476,1081592,747337,747337,111618,668384,1124627,824859,908829,1115302,-0.2636," 437348"," 452037"," 351397"," 351397"," 49077"," 307751"," 420910"," 336294"," 478508"," 466901"," 54.91"," 41.79"," 47.02"," 47.02"," 43.97"," 46.04"," 37.43"," 40.77"," 52.65"," 41.86",229686422.64,236939713.92,-183183256.1,-183183256.1,-25758063.45,-161766235.64,221558605.8,175464757.44,-247886284.32,12593000,12503000,10386000,6862000,6810000,3603000,1866000,1417000,1062000,978000,0.7198,-6238.05,26126.67,-28691.99,-660.65,-22565.35,14133.07,-4362.06,-3230.42,-1274.8999999999999,964.18,525.18,524.16,521.3,521.3,524.85,525.64,526.38,521.76,518.04,520.61
AXISBANK," EQ",903.05,915.15,902.85,902.85,909.45,900.4,825.85,829.85,816.35,814.15,-1.3221876195159288,7320207,11967044,13187308,13187308,3085307,58057724,11813817,10868663,8470882,9463827,-0.3883," 3974578"," 7322268"," 6703489"," 6703489"," 839881"," 23548545"," 6973215"," 4373527"," 4355663"," 4768157"," 54.30"," 61.19"," 50.83"," 50.83"," 27.22"," 40.56"," 59.03"," 40.24"," 51.42"," 50.38",-3603034448.56,6679079978.88,-6033341204.67,-6033341204.67,765148388.62,20776881253.5,-5739025677.15,3630377292.1600003,3558228217.96,41058000,41713200,38917200,32012400,31584000,17766000,8893200,6208800,4342800,3540000,-1.5707,-122635.73000000001,223420.63,-210002.27,-26152.57,373449.98,-110921.93,50547.72,-27200.519999999997,-15140.19,13432.58,906.52,912.16,900.03,900.03,911.02,882.3,823.01,830.08,816.92,807.49
BAJAJ-AUTO," EQ",3670.7,3622.3,3654.1,3654.1,3699.8,3668.6,3691.85,3655.85,3611.3,3629,1.3361676283024497,500485,333703,351456,351456,29986,207556,310251,456361,496519,921084,0.4998," 161060"," 179893"," 225360"," 225360"," 10616"," 80225"," 139873"," 122497"," 318715"," 218337"," 32.18"," 53.91"," 64.12"," 64.12"," 35.40"," 38.65"," 45.08"," 26.84"," 64.19"," 23.70",593235519.2,-653587247.6,-826647523.1999999,-826647523.1999999,39321451.68,294940794.5,-510879138.84999996,449891056.99,-1154860615.35,1504000,1566250,1521750,1264000,1280500,930500,797000,758750,759750,695000,-3.9745,-28052.89,32383.289999999997,39337.38,-2321.6099999999997,-33990.5,27581.74,12723.050000000001,-5507.56,-6223.469999999999,2815.42,3683.32,3633.2,3668.12,3668.12,3703.98,3676.42,3652.45,3672.67,3623.49,3637.38
BAJAJFINSV," EQ",1653.4,1630.95,1658.55,1658.55,1701.8,1684.45,1725.7,1698.8,1726.25,1719.25,1.376498359851623,2115388,2177395,1870289,1870289,499690,2734130,1438398,1804532,1661431,1551410,-0.0285," 751311"," 966394"," 832294"," 832294"," 198496"," 705851"," 475487"," 826905"," 680073"," 581884"," 35.52"," 44.38"," 44.50"," 44.50"," 39.72"," 25.82"," 33.06"," 45.82"," 40.93"," 37.51",1238844221.01,-1584634897.56,-1390122407.6200001,-1390122407.6200001,338993453.76,-1202515997.64,-812046208.3399999,-1415487709.95,1173030714.78,6558500,6673500,5703000,4335500,4375000,2546000,1323000,922500,759500,500500,-1.7232,-28200.92,46680.009999999995,47102.41,-4674.5,62891.450000000004,36084.01,11892.86,-7646.42,7673.58,2390.66,1648.91,1639.74,1670.23,1670.23,1707.81,1703.64,1707.82,1711.79,1724.86,1705.48
BAJFINANCE," EQ",7006.85,6971.1,7102.9,7102.9,7206.5,7192.75,7432.4,7380.4,7390.4,7355.2,0.5128315473885039,839669,1641458,909899,909899,227884,2386960,1026054,627177,906975,617401,-0.4885," 293114"," 797530"," 356276"," 356276"," 82701"," 853234"," 326984"," 241006"," 377916"," 207964"," 34.91"," 48.59"," 39.16"," 39.16"," 36.29"," 35.75"," 31.87"," 38.43"," 41.67"," 33.68",2059172748.24,-5589800041.7,-2541943753.76,-2541943753.76,-597721477.5,-6217021282.28,-2407534144.4,1779942582.8200002,2788679955.6,5021000,5151875,4047750,3168375,3090250,1517625,947250,414375,242125,189125,-2.5403,-95692.43000000001,200624.89,120537.16,-20920.510000000002,200853.76,66727.01,-48595.29,-24338.03,12076.279999999999,8064.110000000001,7025.16,7008.89,7134.76,7134.76,7227.5,7286.42,7362.85,7385.47,7379.1,7317.92
BALKRISIND," EQ",1944,1944.25,1947.2,1947.2,1950.4,1931.8,1938.6,1916,1914.55,1908.15,-0.012858428700012858,135454,154436,230136,230136,120823,113548,446283,213886,108922,93937,-0.1229," 56259"," 72460"," 119173"," 119173"," 54828"," 44510"," 294928"," 113245"," 43047"," 31869"," 41.53"," 46.92"," 51.78"," 51.78"," 45.38"," 39.20"," 66.09"," 52.95"," 39.52"," 33.93",109400688.81,-140542691.4,-231374379.5,-231374379.5,107910824.76,85987978.80000001,-564660300.96,217371512.6,82467720.72,2063100,1995300,1750800,1332900,1321200,853800,315600,150300,102900,86700,3.3980,-6874.45,-17124.06,19030.710000000003,834.02,-14030.79,15503.23,5975.19,1556.11,-628.46,1100.02,1944.59,1939.59,1941.5,1941.5,1968.17,1931.88,1914.57,1919.48,1915.76,1912.39
BALRAMCHIN," EQ",310.05,332.15,332,332,335.85,333.15,340.35,341.25,347.55,350.05,-6.653620352250479,4049482,1312517,733176,733176,174806,1150767,765409,1238586,1121766,1056757,2.0853," 1623120"," 548139"," 226344"," 226344"," 86581"," 307210"," 242227"," 428210"," 302557"," 210119"," 40.08"," 41.76"," 30.87"," 30.87"," 49.53"," 26.70"," 31.65"," 34.57"," 26.97"," 19.88",-517353268.8,-182250736.11,-75386132.64,-75386132.64,29070436.56,-103118108.60000001,-82422581.28999999,-146854619.5,-105547009.45,9337600,8131200,5233600,3099200,3033600,1985600,1328000,801600,496000,358400,14.8367,19373.82,17208.11,10713.949999999999,-479.58,7127.34,-4090.0699999999997,3304.51,-1927.58,-1006.1500000000001,497.47,318.74,332.49,333.06,333.06,335.76,335.66,340.27,342.95,348.85,349.11
BANDHANBNK," EQ",265.35,270.7,267.75,267.75,268.45,271,270.25,268.55,270.6,268.7,-1.9763575914296143,10206151,8451874,6966245,6966245,1023240,4713078,4183089,4118728,5181542,3953612,0.2076," 3907345"," 2853827"," 2144230"," 2144230"," 529919"," 1576377"," 1668774"," 1554843"," 2340832"," 1729086"," 38.28"," 33.77"," 30.78"," 30.78"," 51.79"," 33.45"," 39.89"," 37.75"," 45.18"," 43.73",-1045292934.4,773472731.81,-566977296.6,-566977296.6,-142945650.25,429278984.64,-448566451.20000005,-420398450.34,633054606.08,27451800,25961400,21474000,11971800,11233800,6060600,3130200,2167200,887400,592200,5.7408,72766.8,-56487.700000000004,-40867.63,3632.21,22655.8,-12409.89,4801.83,-7568.09,1765.59,747.8000000000001,267.52,271.03,264.42,264.42,269.75,272.32,268.8,270.38,270.44,267.8
BANKBARODA," EQ",147,149.7,148.35,148.35,144.45,143.55,140.7,137.8,140.65,136.15,-1.8036072144288502,22803412,25452543,42782169,42782169,3680722,33334153,29793676,20570748,34071231,29422436,-0.1041," 6298771"," 5521173"," 11180410"," 11180410"," 1408223"," 8198954"," 5611754"," 4919103"," 9170388"," 8556680"," 27.62"," 21.69"," 26.13"," 26.13"," 38.26"," 24.60"," 18.84"," 23.91"," 26.92"," 29.08",-932659021.9699999,821329695.4799999,-1654477071.8,1654477071.8,203699456.95000002,1175566024.52,-777957457.02,-684001272.1500001,1282753873.44,109827900,111536100,95928300,65695500,64396800,38346750,11454300,4814550,4077450,1942200,-1.5315,53930.74,-92820.87999999999,111466.68999999999,-5376.75,-65375.11,55452.07,-16882.04,-7198.89,7649.01,1876.41,148.07,148.76,147.98,147.98,144.65,143.38,138.63,139.05,139.88,134.58
BATAINDIA," EQ",1813.35,1808.35,1804.2,1804.2,1814.55,1812.15,1817.35,1838.55,1867.5,1840.1,0.2764951475101612,279268,136583,149646,149646,17333,139389,136812,215195,327812,391653,1.0447," 124319"," 66284"," 82144"," 82144"," 8091"," 58602"," 31594"," 68672"," 102203"," 159106"," 44.52"," 48.53"," 54.89"," 54.89"," 46.68"," 42.04"," 23.09"," 31.91"," 31.18"," 40.62",-224302555.75,-119623397.64,-148365207.04000002,-148365207.04000002,14713968.959999999,-106322780.64,-57507082.86,127340549.75999999,188948818.28,1564475,1560075,1228700,616275,610775,424875,231275,77825,60225,56925,0.2820,8853.150000000001,-13863.87,17437.02,-429.75,7793.0199999999995,6410.85,-4095.02,-1524.5200000000002,1203.3300000000002,861.5799999999999,1804.25,1804.71,1806.16,1806.16,1818.56,1814.32,1820.19,1854.33,1848.76,1816.68
BEL," EQ",105.35,107.85,105.05,105.05,104.8,103.55,108,105.9,105.95,101.8,-2.3180343069077423,20059496,29990758,13217298,13217298,3728536,19880033,25579790,22878764,21766333,9943468,-0.3311," 11097949"," 14182363"," 6960615"," 6960615"," 2005437"," 11152625"," 10476165"," 8793720"," 10672106"," 5574579"," 55.33"," 47.29"," 52.66"," 52.66"," 53.79"," 56.10"," 40.95"," 38.44"," 49.03"," 56.06",-1170056763.0700002,1516803722.8500001,-729124421.25,-729124421.25,210370341.3,-1166453048.75,1131740104.95,940576291.1999999,1123345877.56,81042600,79207200,61126800,35716200,35237400,20930400,10134600,5791200,4229400,3716400,2.3172,34116.53999999999,97296.75,45368.29,-2955.48,42713.75,-29642.88,-14817.92,6987.87,2409.7999999999997,1763.33,105.43,106.95,104.75,104.75,104.9,104.59,108.03,106.96,105.26,101.66
BERGEPAINT," EQ",574.85,573.95,583.35,583.35,590,585.35,618.85,618.75,619.4,613.75,0.15680808432789917,727498,1388263,754247,754247,281306,2762223,622425,329541,481126,571176,-0.4760," 307338"," 883172"," 483059"," 483059"," 143646"," 1209067"," 286995"," 88171"," 175330"," 189963"," 42.25"," 63.62"," 64.05"," 64.05"," 51.06"," 43.77"," 46.11"," 26.76"," 36.44"," 33.26",-176602561.56,-508813052.64,-282956639.84,-282956639.84,-84966609,-718415520.73,-177116094.29999998,54826491.220000006,108532776.6,8759300,8671300,6983900,4776200,4798200,1936000,466400,287100,213400,202400,1.0148,-7702.249999999999,24998.71,21216.690000000002,-1528.02,31799.1,13979.23,2339.23,-1396.6200000000001,869,375.09999999999997,574.62,576.12,585.76,585.76,591.5,594.19,617.14,621.82,619.02,609.85
BHARATFORG," EQ",833.15,821.2,806.65,806.65,786.35,778.2,789,781.15,777.3,772.8,1.4551875304432453,2998664,2921733,3021828,3021828,191350,1062437,1458841,2075839,2248106,1768267,0.0263," 1487979"," 1253611"," 1256558"," 1256558"," 94607"," 366099"," 401873"," 737416"," 1087135"," 753705"," 49.62"," 42.91"," 41.58"," 41.58"," 49.44"," 34.46"," 27.55"," 35.52"," 48.36"," 42.62",1236942062.9099998,1030092158.7,-1006264211.9799999,1006264211.9799999,74385699.82,-286684804.92,-315201050.09000003,578930553.28,848682809.1,8112000,7918000,6888000,4973000,4952000,2768000,1138000,442000,308000,279000,2.4501,-45166.829999999994,-50663.23,54066.46,-2261.01,27186.21,-22743.84,13049.71,-3403.3199999999997,1766.26,1336.28,831.29,821.7,800.81,800.81,786.26,783.08,784.33,785.08,780.66,768.2
BHARTIARTL," EQ",816.85,817.1,802.3,802.3,802.1,797.45,792.9,783.4,783.15,766,-0.030596010280259454,3905093,8159181,3184277,3184277,522406,4807736,4756732,5219180,4391263,4566333,-0.5214," 2289016"," 5161702"," 2023337"," 2023337"," 226296"," 3492251"," 3031146"," 3552234"," 2576003"," 3239457"," 58.62"," 63.26"," 63.54"," 63.54"," 43.32"," 72.64"," 63.72"," 68.06"," 58.66"," 70.94",1869439367.2,4204309513.04,-1622615107.15,-1622615107.15,181989506.16,2787060755.57,2390664850.2000003,2781896534.7599998,2015155626.84,39975050,39298650,34103100,22686950,22735400,15724400,7152550,3629950,1908550,1580800,1.7212,-41251.02,165766.87,-147935.77000000002,-6779.37,-84955.47,122242.59,-31661.440000000002,-20172.32,-4626.22,3135.27,816.7,814.52,801.95,801.95,804.21,798.07,788.7,783.14,782.28,764.89
BHEL," EQ",73.45,72.9,71.1,71.1,66.25,65.3,66.45,67.55,68.2,62.95,0.7544581618655654,70321148,56975973,133272405,133272405,4732523,29166961,27874547,68570758,139761163,20535097,0.2342," 15800640"," 20701336"," 34803264"," 34803264"," 2328267"," 10378516"," 7013041"," 14925535"," 34592648"," 4718760"," 22.47"," 36.33"," 26.11"," 26.11"," 49.20"," 35.58"," 25.16"," 21.77"," 24.75"," 22.98",1159292956.8000002,1489047098.4800003,-2433096186.24,2433096186.24,154131275.4,-682387427,-467980225.93,1016130422.8,2334311887.04,130368000,123501000,129916500,35994000,36057000,36477000,37096500,37779000,7507500,6163500,5.5603,54651.71,-12714.11,126456.41,-41.88,297.66999999999996,-414.76,-487.36,36509.41,3502.49,2056.85,73.37,71.93,69.91,69.91,66.2,65.75,66.73,68.08,67.48,61.94
BIOCON," EQ",272.6,276.25,272,272,270.1,268.8,270.55,269.7,266.8,263.7,-1.3212669683257836,634150,1528784,1941410,1941410,309236,1080940,2421174,2359801,1152193,2632881,-0.5852," 256500"," 781009"," 1246781"," 1246781"," 150032"," 423101"," 1366407"," 918860"," 442173"," 1236721"," 40.45"," 51.09"," 64.22"," 64.22"," 48.52"," 39.14"," 56.44"," 38.94"," 38.38"," 46.97",-70152750,214754044.73000002,-338875075.8,338875075.8,40594158.24,-113856479.10000001,368970882.21,247430620.79999998,117777200.28,21645300,21307200,18064200,12728200,12470600,8459400,4970300,4190600,3898500,3452300,1.5868,-7662.39,-32432.099999999995,27065.140000000003,-1520.77,-20923.710000000003,-21496.8,6317.51,-2362.3399999999997,3845.7400000000002,3736.69,273.5,274.97,271.8,271.8,270.57,269.1,270.03,269.28,266.36,261.91
BOSCHLTD," EQ",16114.4,15743.15,15646.35,15646.35,15623.15,15555.7,15772.8,15676.55,15669.65,15568.65,2.3581684732725026,23435,14228,8065,8065,2298,9445,10560,15358,11193,16787,0.6471," 8755"," 8001"," 2857"," 2857"," 878"," 3022"," 4363"," 5184"," 4353"," 5160"," 37.36"," 56.23"," 35.42"," 35.42"," 38.21"," 32.00"," 41.32"," 33.75"," 38.89"," 30.74",140082889.15,125575935.03,-44653167.23,44653167.23,-13717055.459999999,-47245011.18,-68438018,81413112.96000001,68228530.23,208500,189300,139450,79600,78600,43500,18550,12500,6250,5800,10.1426,19373.77,17497.739999999998,17912.04,-727.95,9352.369999999999,7146.2,2270.74,-1594.82,-662.24,409.21,16000.33,15695.03,15629.39,15629.39,15623.07,15633.69,15686,15704.69,15673.91,15553.26
BPCL," EQ",303.3,305.6,302.6,302.6,300.75,298.35,297.1,292.15,295.75,296.55,-0.7526178010471241,2490422,3384803,2842331,2842331,392995,2189082,5130561,3014752,3287463,2672321,-0.2642," 1413047"," 1572376"," 1546156"," 1546156"," 207405"," 805376"," 2040035"," 1682912"," 1771479"," 1102447"," 56.74"," 46.45"," 54.40"," 54.40"," 52.78"," 36.79"," 39.76"," 55.82"," 53.89"," 41.25",-430272811.5,479496061.2,-466722650.16,466722650.16,62414386.65,240718832.64,-600280298.75,-495903679.04,523560618.45000005,16702200,15894000,11439000,8942400,8911800,6328800,4408200,2426400,1944000,1409400,5.0849,10218.27,-32808.94,21711.37,-1176.6299999999999,-19360.3,20004.45,10172.16,-2791.61,-2653.27,1160.57,304.5,304.95,301.86,301.86,300.93,298.89,294.25,294.67,295.55,295.51
BRITANNIA," EQ",3777.7,3755.3,3713.1,3713.1,3801.85,3792.7,3790.15,3768.5,3766.85,3777.7,0.5964902937182018,215005,317971,228569,228569,32851,404955,230082,182278,189866,93315,-0.3238," 147163"," 171434"," 108546"," 108546"," 13304"," 262497"," 137441"," 129052"," 90322"," 38823"," 68.45"," 53.91"," 47.49"," 47.49"," 40.50"," 64.82"," 59.74"," 70.80"," 47.57"," 41.60",555482931.4300001,639635683.0600001,-403859503.98,-403859503.98,50671210.879999995,995574996.87,519679539.51,-485333599.52000004,341205806.52,1355800,1358200,1222800,972600,971800,664200,509000,348200,340400,280400,-0.1767,-10986.4,-26649.190000000002,-19258.94,1665.43,-21469.37,17151.69,-8714.66,2812.53,3279.19,3207.4399999999996,3774.61,3731.09,3720.63,3720.63,3808.72,3792.71,3781.11,3760.76,3777.66,3775.53
BSOFT," EQ",263.05,270.2,274.1,274.1,282.15,280.4,286,272.2,281.4,281.6,-2.646188008882301,2292558,1992315,2799096,2799096,438800,2047060,3501417,2008682,1362739,915070,0.1507," 999291"," 892851"," 1034790"," 1034790"," 201087"," 491120"," 696396"," 806670"," 468258"," 219980"," 43.59"," 44.81"," 36.97"," 36.97"," 45.83"," 23.99"," 19.89"," 40.16"," 34.36"," 24.04",-264832100.82,-242301904.38,-285177776.09999996,-285177776.09999996,56658273.12,-138201168,196049401.92,-222439252.5,132493601.1,10188800,9781200,7547800,3415100,3333200,2402400,1790100,1380600,1037400,889200,4.1672,7394.13,-13542.22,19120.33,-1178.34,-5738.29,6224.94,4276.82,2499.87,-1323.5500000000002,2053.12,265.02,271.38,275.59,275.59,281.76,281.4,281.52,275.75,282.95,281.62
CANBK," EQ",287.85,289.6,284.2,284.2,270.5,268.55,258.9,249,250.25,237.4,-0.604281767955801,20057666,23982574,35875913,35875913,4306908,36000283,47096087,11851177,20511341,17304040,-0.1637," 4000191"," 5880128"," 6794420"," 6794420"," 1437686"," 6634109"," 5188874"," 2037227"," 4987131"," 3379403"," 19.94"," 24.52"," 18.94"," 18.94"," 33.38"," 18.43"," 11.02"," 17.19"," 24.31"," 19.53",1159015340.3400002,1696299325.44,-1902981153.6,1902981153.6,389569775.42,1770311986.65,1306350918.24,508084413.8,1228829078.4,42781500,40891500,38971800,26327700,24867000,14469300,7589700,4824900,1884600,1217700,4.6220,-89888.68,-119658.81000000001,121519.97,-10190.09,-65569.44,58166.409999999996,-14326.26,-17021.989999999998,6496.870000000001,2156.35,289.74,288.48,280.08,280.08,270.97,266.85,251.76,249.4,246.4,234.58
CANFINHOME," EQ",516.35,519,525.85,525.85,524.75,521.15,521.25,519.5,524.3,502.2,-0.5105973025048126,404391,719269,1084772,1084772,216356,1067982,872512,1579383,4010695,3142466,-0.4378," 124853"," 253092"," 375922"," 375922"," 117208"," 207214"," 148682"," 289104"," 1075259"," 494353"," 30.87"," 35.19"," 34.65"," 34.65"," 54.17"," 19.40"," 17.04"," 18.30"," 26.81"," 15.73",-64738777.559999995,-131600247.24000001,-196648557.42000002,-196648557.42000002,61589287.760000005,108362561.30000001,-76745187.94,151507842.23999998,552758394.13,4604925,4559100,3386175,1819350,1762800,1213875,739050,695175,595725,438750,1.0051,-4244.95,-16447.08,16120.35,-1078.9499999999998,7207.34,4690.9800000000005,-2155.82,-3502.09,3312.27,1028.28,518.52,519.97,523.11,523.11,525.47,522.95,516.17,524.06,514.07,510.81
