SYMBOL,SERIES,CLOSE_PRICE1,CLOSE_PRICE2,CLOSE_PRICE3,CLOSE_PRICE4,CLOSE_PRICE5,CLOSE_PRICE6,CLOSE_PRICE7,CLOSE_PRICE8,CLOSE_PRICE9,CLOSE_PRICE10,%P_CHANGE,TTL_TRD_QNTY1,TTL_TRD_QNTY2,TTL_TRD_QNTY3,TTL_TRD_QNTY4,TTL_TRD_QNTY5,TTL_TRD_QNTY6,TTL_TRD_QNTY7,TTL_TRD_QNTY8,TTL_TRD_QNTY9,TTL_TRD_QNTY10,%TTL_TRD_QNTY_CHANGE,DELIV_QTY1,DELIV_QTY2,DELIV_QTY3,DELIV_QTY4,DELIV_QTY5,DELIV_QTY6,DELIV_QTY7,DELIV_QTY8,DELIV_QTY9,DELIV_QTY10,DELIV_PER1,DELIV_PER2,DELIV_PER3,DELIV_PER4,DELIV_PER5,DELIV_PER6,DELIV_PER7,DELIV_PER8,DELIV_PER9,DELIV_PER10,CASHFLOW1,CASHFLOW2,CASHFLOW3,CASHFLOW4,CASHFLOW5,CASHFLOW6,CASHFLOW7,CASHFLOW8,CASHFLOW9,"SUM FUTSTK,XX1","SUM FUTSTK,XX2","SUM FUTSTK,XX3","SUM FUTSTK,XX4","SUM FUTSTK,XX5","SUM FUTSTK,XX6","SUM FUTSTK,XX7","SUM FUTSTK,XX8","SUM FUTSTK,XX9","SUM FUTSTK,XX10",%OI_CHANGE,"SUM AVG,VAL_INLAKH1","SUM AVG,VAL_INLAKH2","SUM AVG,VAL_INLAKH3","SUM AVG,VAL_INLAKH4","SUM AVG,VAL_INLAKH5","SUM AVG,VAL_INLAKH6","SUM AVG,VAL_INLAKH7","SUM AVG,VAL_INLAKH8","SUM AVG,VAL_INLAKH9","SUM AVG,VAL_INLAKH10",AVG_PRICE1,AVG_PRICE2,AVG_PRICE3,AVG_PRICE4,AVG_PRICE5,AVG_PRICE6,AVG_PRICE7,AVG_PRICE8,AVG_PRICE9,AVG_PRICE10
KAJARIACER," EQ",1069.3,1073.35,1065.05,1065.05,1109.55,1091.3,1100.85,1111.75,1116.65,1115.95,-0.3773233334886062,94112,137780,186291,186291,10978,130442,81219,40939,219679,107146,-0.3169," 53147"," 76254"," 109464"," 109464"," 5067"," 74129"," 57186"," 19347"," 138023"," 56131"," 56.47"," 55.34"," 58.76"," 58.76"," 46.16"," 56.83"," 70.41"," 47.26"," 62.83"," 52.39",-56373554.370000005,-81132730.92,-116934918,-116934918,5610131.73,-80543382.37,-62622673.019999996,-21467624.669999998,155125429.93,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1060.71,1063.98,1068.25,1068.25,1107.19,1086.53,1095.07,1109.61,1123.91,1101.03
KAKATCEM," EQ",202.75,207.7,207.55,207.55,206.6,209.75,211.85,211.75,214.05,213.5,-2.3832450649975874,10332,4898,6182,6182,9052,13657,5454,7568,5633,6749,1.1094," 8008"," 3260"," 3724"," 3724"," 5512"," 8101"," 3318"," 4139"," 3329"," 3005"," 77.51"," 66.56"," 60.24"," 60.24"," 60.89"," 59.32"," 60.84"," 54.69"," 59.10"," 44.53",-1641559.9200000002,-676156.6,-773288.6,773288.6,-1143960.48,-1706961.71,-702155.16,-882683.14,-712239.5499999999,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,204.99,207.41,207.65,207.65,207.54,210.71,211.62,213.26,213.95,214.11
KALPATPOWR," EQ",475.3,461.9,457.7,457.7,463.65,455.65,442.3,436.5,432.95,437.75,2.901060835678726,384334,109926,129516,129516,108935,500588,114210,396615,180225,147524,2.4963," 160097"," 46435"," 55962"," 55962"," 57774"," 183735"," 52240"," 285956"," 90507"," 69664"," 41.66"," 42.24"," 43.21"," 43.21"," 53.04"," 36.70"," 45.74"," 72.10"," 50.22"," 47.22",75671448.02000001,-21355920.85,-25827582.24,-25827582.24,26823312.72,82965539.25,22995525.6,124685394.67999999,-39164189.04,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,472.66,459.91,461.52,461.52,464.28,451.55,440.19,436.03,432.72,440.37
KALYANKJIL," EQ",104.65,102.8,100.1,100.1,103.05,100.05,104.5,105.35,107.7,103.85,1.7996108949416425,7006246,4327761,4049530,4049530,2140559,6382838,2889733,6134291,12007927,5835504,0.6189," 2739235"," 1190125"," 1352797"," 1352797"," 1100179"," 2663334"," 1036352"," 2171145"," 2987524"," 1348529"," 39.10"," 27.50"," 33.41"," 33.41"," 51.40"," 41.73"," 35.86"," 35.39"," 24.88"," 23.11",286387019.25,121535565,-136091378.2,-136091378.2,112999385.08999999,-270834434.46,-108547508.47999999,-231465768.45,318858436.52000004,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,104.55,102.12,100.6,100.6,102.71,101.69,104.74,106.61,106.73,103.11
KANANIIND," EQ",8.85,9,8.85,8.85,9.15,8.55,8.05,8.05,8.05,8.1,-1.6666666666666705,61955,97848,187278,187278,153124,389255,50259,67458,70410,65684,-0.3668," 43230"," 81190"," 114076"," 114076"," 126026"," 218615"," 39520"," 37566"," 39750"," 37214"," 69.78"," 82.98"," 60.91"," 60.91"," 82.30"," 56.16"," 78.63"," 55.69"," 56.46"," 56.66",-385611.6,734769.5,-1031247.0399999999,-1031247.0399999999,1156918.68,1871344.4000000001,-315369.60000000003,303157.62,-319987.5,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,8.92,9.05,9.04,9.04,9.18,8.56,7.98,8.07,8.05,8.15
KANORICHEM," EQ",150.75,148.45,146.65,146.65,151.6,142.6,142.75,144.25,147.7,145.1,1.5493432132031064,37396,8655,57631,57631,43022,10982,26289,12598,19064,27557,3.3207," 24192"," 7261"," 22673"," 22673"," 31110"," 6976"," 16397"," 7807"," 11350"," 9062"," 64.69"," 83.89"," 39.34"," 39.34"," 72.31"," 63.52"," 62.37"," 61.97"," 59.54"," 32.88",3677425.92,-1070271.4000000001,-3450150.4099999997,3450150.4099999997,4690765.8,-997498.2400000001,-2350509.9499999997,-1125925.54,1681275.5,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,152.01,147.4,152.17,152.17,150.78,142.99,143.35,144.22,148.13,147.83
KANPRPLA," EQ",108.35,104.5,106.45,106.45,107.65,108.85,108.75,110.2,110.4,110.85,3.684210526315784,22585,6018,6485,6485,3982,11402,4016,10531,4855,12410,2.7529," 12252"," 4726"," 4573"," 4573"," 3456"," 5551"," 2649"," 7531"," 4129"," 9061"," 54.25"," 78.53"," 70.52"," 70.52"," 86.79"," 48.68"," 65.96"," 71.51"," 85.05"," 73.01",1287440.16,-495521.1,-486933.04000000004,-486933.04000000004,-372936.95999999996,613496.52,-289376.76,836317.5499999999,-457286.75,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,105.08,104.85,106.48,106.48,107.91,110.52,109.24,111.05,110.75,112.07
KANSAINER," EQ",476.2,477.15,473.35,473.35,479.65,479.2,481.35,477.55,485.2,480.1,-0.19909881588598735,31150,53786,42715,42715,20552,50033,39399,67148,79907,188296,-0.4209," 15490"," 29720"," 21502"," 21502"," 9886"," 26489"," 17362"," 27727"," 34650"," 54217"," 49.73"," 55.26"," 50.34"," 50.34"," 48.10"," 52.94"," 44.07"," 41.29"," 43.36"," 28.79",-7364100.9,14189814,-10248068.22,-10248068.22,4747652.64,12682403.42,-8302508.399999999,13394913.700000001,-16731792,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,475.41,477.45,476.61,476.61,480.24,478.78,478.2,483.1,482.88,484.39
KAPSTON," EQ",133.2,132.7,130.05,130.05,132.6,131.85,131,136.2,137.5,137.9,0.3767897513187642,555,1631,4321,4321,1624,1375,4503,3208,690,601,-0.6597," 282"," 1220"," 3325"," 3325"," 1541"," 1114"," 2993"," 2542"," 637"," 457"," 50.81"," 74.80"," 76.95"," 76.95"," 94.89"," 81.02"," 66.47"," 79.24"," 92.32"," 76.04",37700.58,159588.2,-431451.99999999994,-431451.99999999994,-202764.78000000003,-146847.47999999998,-397560.19000000006,-344517.26,-87759.49,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,133.69,130.81,129.76,129.76,131.58,131.82,132.83,135.53,137.77,138.21
KARURVYSYA," EQ",97.85,100.3,92.55,92.55,91.4,90.95,92.25,90.65,92.75,85.4,-2.4426719840478595,9624928,25358225,6248002,6248002,1637968,13280683,7306030,10715740,15511682,6059517,-0.6204," 2901530"," 9935714"," 2878182"," 2878182"," 865727"," 4117194"," 2705123"," 3080233"," 6779764"," 2858660"," 30.15"," 39.18"," 46.07"," 46.07"," 52.85"," 31.00"," 37.03"," 28.74"," 43.71"," 47.18",-285945781.5,980456257.5200001,-266462089.56,266462089.56,79975860.25999999,377670205.62,-245841578.23999998,285198773.47,611941498.64,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,98.55,98.68,92.58,92.58,92.38,91.73,90.88,92.59,90.26,84.91
KAUSHALYA," EQ",4.5,4.5,4.6,4.6,4.6,4.55,4.7,4.6,4.65,4.6,0,31520,20047,22038,22038,12512,44809,37665,22837,53527,31908,0.5723," 23670"," 13441"," 15778"," 15778"," 9409"," 35088"," 29656"," 21785"," 40821"," 19976"," 75.10"," 67.05"," 71.59"," 71.59"," 75.20"," 78.31"," 78.74"," 95.39"," 76.26"," 62.60",107698.5,-60618.909999999996,-71947.68,71947.68,-42810.95,-160703.04,136714.16,99993.15,-184919.13,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,4.55,4.51,4.56,4.56,4.55,4.58,4.61,4.59,4.53,4.61
KAVVERITEL," EQ",9.5,10,10.4,10.4,10.85,10.35,10.65,10.95,10.65,10.85,-5,77449,111519,21724,21724,8379,40528,23522,14848,81899,63046,-0.3055," 52130"," 82438"," 14371"," 14371"," 5136"," 23631"," 14277"," 12212"," 39308"," 24724"," 67.31"," 73.92"," 66.15"," 66.15"," 61.30"," 58.31"," 60.70"," 82.25"," 48.00"," 39.22",-506182.30000000005,-829326.28,-151614.05000000002,-151614.05000000002,55212,-249543.36000000002,-154048.83,-132011.72,429243.36,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,9.71,10.06,10.55,10.55,10.75,10.56,10.79,10.81,10.92,10.81
KAYA," EQ",341.75,340.65,353.4,353.4,360,364.65,366.2,369.8,366.85,364.35,0.32291207984735737,8727,12566,17054,17054,23144,16774,11162,17566,6523,6307,-0.3055," 4436"," 8448"," 7884"," 7884"," 13549"," 8910"," 5093"," 10695"," 4784"," 2895"," 50.83"," 67.23"," 46.23"," 46.23"," 58.54"," 53.12"," 45.63"," 60.88"," 73.34"," 45.90",-1510679.8,-2929259.52,-2784707.6399999997,-2784707.6399999997,-4887124.3,3306411.9,-1885428.5999999999,4036827.75,1759028.96,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,340.55,346.74,353.21,353.21,360.7,371.09,370.2,377.45,367.69,362.17
KCP," EQ",115.85,117.55,119.8,119.8,120.1,117.7,118.25,120.7,122.6,120.65,-1.4461931093151874,146570,200707,85357,85357,93430,142574,222979,369445,375247,333952,-0.2697," 96649"," 128571"," 42283"," 42283"," 54862"," 72620"," 165595"," 123420"," 183393"," 210628"," 65.94"," 64.06"," 49.54"," 49.54"," 58.72"," 50.93"," 74.26"," 33.41"," 48.87"," 63.07",-11260574.99,-15191949.36,-5094255.84,5094255.84,6608127.9,-8617089.2,-19730644.25,-15170786.4,22584847.95,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,116.51,118.16,120.48,120.48,120.45,118.66,119.15,122.92,123.15,120.51
KCPSUGIND," EQ",21.9,22.45,22.4,22.4,22.55,22.15,22.5,22.5,22.35,23.05,-2.449888641425393,128965,80611,72619,72619,41099,129249,102142,149840,383976,164190,0.5998," 100623"," 49807"," 43749"," 43749"," 29260"," 78621"," 47541"," 73927"," 221240"," 89034"," 78.02"," 61.79"," 60.24"," 60.24"," 71.19"," 60.83"," 46.54"," 49.34"," 57.62"," 54.23",-2225780.7600000002,-1117171.01,-982165.0499999999,982165.0499999999,656009.2000000001,-1755606.93,-1067770.86,-1665575.31,-4997811.6,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,22.12,22.43,22.45,22.45,22.42,22.33,22.46,22.53,22.59,23.12
KDDL," EQ",1010.5,1002.45,997.5,997.5,992.7,1012.35,1055,1065.75,1078.5,1086.95,0.8030325702029981,10630,13899,28718,28718,9934,40183,26592,142219,30338,22348,-0.2352," 6242"," 6438"," 14211"," 14211"," 5533"," 21271"," 12854"," 42948"," 12319"," 10198"," 58.72"," 46.32"," 49.48"," 49.48"," 55.70"," 52.94"," 48.34"," 30.20"," 40.61"," 45.63",6271836.76,-6413728.74,-14323551.12,14323551.12,-5544121.33,-21871693.04,-13636937.14,47559326.76,13487826.72,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1004.78,996.23,1007.92,1007.92,1002.01,1028.24,1060.91,1107.37,1094.88,1081.22
KEC," EQ",433.4,418.45,427.85,427.85,423.8,417.9,424.25,427.3,435.9,427.7,3.5727088063089947,564486,139428,441338,441338,30451,141162,169839,266898,665928,1276398,3.0486," 177479"," 74603"," 80003"," 80003"," 17380"," 58830"," 67823"," 142169"," 280091"," 162924"," 31.44"," 53.51"," 18.13"," 18.13"," 57.08"," 41.68"," 39.93"," 53.27"," 42.06"," 12.76",76433106.14,-31451132.74,-34458892.160000004,34458892.160000004,7389454.600000001,-24849203.7,-28970594.45,-61365827.16,121640720.39,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,430.66,421.58,430.72,430.72,425.17,422.39,427.15,431.64,434.29,420.63
KECL," EQ",54,51.45,49,49,46.7,45.5,45.85,46.35,44.15,44.1,4.956268221574338,208808,683894,547018,547018,179914,244468,831888,357195,122756,141006,-0.6947," 208802"," 362432"," 373602"," 373602"," 134435"," 145974"," 398202"," 297081"," 74095"," 86683"," 100.00"," 53.00"," 68.30"," 68.30"," 74.72"," 59.71"," 47.87"," 83.17"," 60.36"," 61.47",11275308,18618131.84,-18022560.48,18022560.48,6299624.1,-6787791,18862828.74,13662755.190000001,3291299.9,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,54,51.37,48.24,48.24,46.86,46.5,47.37,45.99,44.42,44.24
KEI," EQ",1596.7,1641.25,1630.35,1630.35,1532.45,1534.5,1496.4,1526.5,1494.05,1452.2,-2.7143945163747114,238467,307241,851589,851589,30189,261242,89493,223523,210437,113471,-0.2238," 91297"," 108917"," 241848"," 241848"," 16467"," 102722"," 27671"," 91108"," 81556"," 60019"," 38.28"," 35.45"," 28.40"," 28.40"," 54.55"," 39.32"," 30.92"," 40.76"," 38.76"," 52.89",-146100763.16,178548727.26999998,-387916936.56,387916936.56,25409075.009999998,155927887.12,-41953940.07,138418562.24,121671765.28000002,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,1600.28,1639.31,1603.97,1603.97,1543.03,1517.96,1516.17,1519.28,1491.88,1441.07
